brand,domain,site,operator,licence,issued,expiry,already_listed,contact_url_guess,contact_email,status,contacted_on,notes
96,96.com,https://96.com,Dynasty Chain Success Limited,ALSI-202410013-FI1,2024-10-02,2027-10-01,no,https://96.com/contact,,not contacted,,
Spinkolik,spinkolik.com,https://spinkolik.com,Echo Pro Tech Ltd,ALSI-202410003-FI1,2024-10-02,2026-10-01,no,https://spinkolik.com/contact,,not contacted,,
Crazywinnings,crazywinnings.io,https://crazywinnings.io,Echo Pro Tech Ltd,ALSI-202410003-FI1,2024-10-02,2026-10-01,no,https://crazywinnings.io/contact,,not contacted,,
Iqplayers,iqplayers.io,https://iqplayers.io,Echo Pro Tech Ltd,ALSI-202410003-FI1,2024-10-02,2026-10-01,no,https://iqplayers.io/contact,,not contacted,,
Mycazino777,mycazino777.com,https://mycazino777.com,Echo Pro Tech Ltd,ALSI-202410003-FI1,2024-10-02,2026-10-01,no,https://mycazino777.com/contact,,not contacted,,
Betssofia,betssofia.com,https://betssofia.com,Incivus Capital Ltd,ALSI-202410008-FI1,2024-10-02,2026-10-01,no,https://betssofia.com/contact,,not contacted,,
Mervcasino,mervcasino.com,https://mervcasino.com,MervCF Limitada,ALSI-202410018-FI1,2024-10-02,2025-10-01,no,https://mervcasino.com/contact,,not contacted,,
We88search,we88search.com,https://we88search.com,MockingBird Technologies Pte. Ltd,ALSI-202410012-FI1,2024-10-02,2026-10-01,no,https://we88search.com/contact,,not contacted,,
Casinofortuna,casinofortuna.club,https://casinofortuna.club,Robustiano Limitada,ALSI-202410009-FI1,2024-10-02,2025-10-01,no,https://casinofortuna.club/contact,,not contacted,,
Yodds,yodds.com,https://yodds.com,Sarapiqui Finanzas Globales Limitada,ALSI-202410002-FI1,2024-10-02,2026-10-01,no,https://yodds.com/contact,,not contacted,,
Juegggo,juegggo.com,https://juegggo.com,Sarapiqui Finanzas Globales Limitada,ALSI-202410002-FI1,2024-10-02,2026-10-01,no,https://juegggo.com/contact,,not contacted,,
Jogggo,jogggo.com,https://jogggo.com,Sarapiqui Finanzas Globales Limitada,ALSI-202410002-FI1,2024-10-02,2026-10-01,no,https://jogggo.com/contact,,not contacted,,
Apostart,apostart.com,https://apostart.com,Sarapiqui Finanzas Globales Limitada,ALSI-202410002-FI1,2024-10-02,2026-10-01,no,https://apostart.com/contact,,not contacted,,
Tsunamifortune,tsunamifortune.com,https://tsunamifortune.com,Tsunami Ltd,ALSI-202410006-FI1,2024-10-02,2025-10-01,no,https://tsunamifortune.com/contact,,not contacted,,
Bckm,bckm.top,https://bckm.top,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://bckm.top/contact,,not contacted,,
Bcpoker,bcpoker.com,https://bcpoker.com,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://bcpoker.com/contact,,not contacted,,
Bc,bc.game,https://bc.game,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://bc.game/contact,,not contacted,,
Redgreenyellow,redgreenyellow.top,https://redgreenyellow.top,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://redgreenyellow.top/contact,,not contacted,,
Hash,hash.game,https://hash.game,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://hash.game/contact,,not contacted,,
Greenmoon,greenmoon.top,https://greenmoon.top,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://greenmoon.top/contact,,not contacted,,
Fastrun100,fastrun100.top,https://fastrun100.top,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://fastrun100.top/contact,,not contacted,,
Cocobeast,cocobeast.com,https://cocobeast.com,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://cocobeast.com/contact,,not contacted,,
Blaze,blaze.game,https://blaze.game,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://blaze.game/contact,,not contacted,,
Keepflying,keepflying.top,https://keepflying.top,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://keepflying.top/contact,,not contacted,,
Winnerinlife,winnerinlife.top,https://winnerinlife.top,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://winnerinlife.top/contact,,not contacted,,
Bcgame,bcgame.sk,https://bcgame.sk,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://bcgame.sk/contact,,not contacted,,
Bc,bc.fun,https://bc.fun,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://bc.fun/contact,,not contacted,,
Bcgame,bcgame.top,https://bcgame.top,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://bcgame.top/contact,,not contacted,,
Bcgame,bcgame.lu,https://bcgame.lu,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://bcgame.lu/contact,,not contacted,,
Bcgame,bcgame.nz,https://bcgame.nz,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://bcgame.nz/contact,,not contacted,,
Bcgame,bcgame.st,https://bcgame.st,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://bcgame.st/contact,,not contacted,,
Bc,bc.poker,https://bc.poker,Twocent Technology Limited,ALSI-202410011-FI1,2024-10-02,2026-10-01,no,https://bc.poker/contact,,not contacted,,
Dice,dice.bet,https://dice.bet,Zephyr B.V.,ALSI-202410015-FI1,2024-10-02,2025-10-01,no,https://dice.bet/contact,,not contacted,,
Krundi,krundi.com,https://krundi.com,Coral Coast Ltd,ALSI-202410005-FI1,2024-10-01,2026-09-30,no,https://krundi.com/contact,,not contacted,,
Cyclixgames,cyclixgames.com,https://cyclixgames.com,Global Dragon Ventures Ltd,ALSI-202410026-FI1,2024-10-01,2025-09-30,no,https://cyclixgames.com/contact,,not contacted,,
Leonbz,leonbz.bet,https://leonbz.bet,Jade Reef Ventures Corp.,ALSI-202410001-FI1,2024-10-01,2026-09-30,no,https://leonbz.bet/contact,,not contacted,,
Leon,leon.net,https://leon.net,Jade Reef Ventures Corp.,ALSI-202410001-FI1,2024-10-01,2026-09-30,no,https://leon.net/contact,,not contacted,,
Leon,leon.casino,https://leon.casino,Jade Reef Ventures Corp.,ALSI-202410001-FI1,2024-10-01,2026-09-30,no,https://leon.casino/contact,,not contacted,,
Leonbets,leonbets.net,https://leonbets.net,Jade Reef Ventures Corp.,ALSI-202410001-FI1,2024-10-01,2026-09-30,no,https://leonbets.net/contact,,not contacted,,
Leonbets,leonbets.com,https://leonbets.com,Jade Reef Ventures Corp.,ALSI-202410001-FI1,2024-10-01,2026-09-30,no,https://leonbets.com/contact,,not contacted,,
Twin,twin.com,https://twin.com,Jade Reef Ventures Corp.,ALSI-202410001-FI1,2024-10-01,2026-09-30,no,https://twin.com/contact,,not contacted,,
Leon,leon.bet,https://leon.bet,Jade Reef Ventures Corp.,ALSI-202410001-FI1,2024-10-01,2026-09-30,no,https://leon.bet/contact,,not contacted,,
Twinbz,twinbz.bet,https://twinbz.bet,Jade Reef Ventures Corp.,ALSI-202410001-FI1,2024-10-01,2026-09-30,no,https://twinbz.bet/contact,,not contacted,,
Crashbet,crashbet.live,https://crashbet.live,ATOM Technology Limited,ALSI-202409049-FI2,2024-09-30,2026-09-29,no,https://crashbet.live/contact,,not contacted,,
Slotngo,slotngo.com,https://slotngo.com,ATOM Technology Limited,ALSI-202409049-FI2,2024-09-30,2026-09-29,no,https://slotngo.com/contact,,not contacted,,
8ty8,8ty8.io,https://8ty8.io,ATOM Technology Limited,ALSI-202409049-FI2,2024-09-30,2026-09-29,no,https://8ty8.io/contact,,not contacted,,
Luckyclint,luckyclint.bet,https://luckyclint.bet,ATOM Technology Limited,ALSI-202409049-FI2,2024-09-30,2026-09-29,no,https://luckyclint.bet/contact,,not contacted,,
Player88,player88.io,https://player88.io,ATOM Technology Limited,ALSI-202409049-FI2,2024-09-30,2026-09-29,no,https://player88.io/contact,,not contacted,,
Mrwildz,mrwildz.com,https://mrwildz.com,ATOM Technology Limited,ALSI-202409049-FI2,2024-09-30,2026-09-29,no,https://mrwildz.com/contact,,not contacted,,
Mrlucky,mrlucky.bet,https://mrlucky.bet,ATOM Technology Limited,ALSI-202409049-FI2,2024-09-30,2026-09-29,no,https://mrlucky.bet/contact,,not contacted,,
Bitwallet,bitwallet.bet,https://bitwallet.bet,Bitwallet B.V.,ALSI-202409047-FI2,2024-09-30,2025-09-29,no,https://bitwallet.bet/contact,,not contacted,,
Msbf,msbf.io,https://msbf.io,Infinitum Ltd,ALSI-202409033-FI2,2024-09-30,2025-09-29,no,https://msbf.io/contact,,not contacted,,
31bets,31bets.com,https://31bets.com,PixelForge Solutions SRL,ALSl-202409046-FI2,2024-09-30,2026-09-29,no,https://31bets.com/contact,,not contacted,,
31bets,31bets.online,https://31bets.online,PixelForge Solutions SRL,ALSl-202409046-FI2,2024-09-30,2026-09-29,no,https://31bets.online/contact,,not contacted,,
Betride,betride.com,https://betride.com,PixelForge Solutions SRL,ALSl-202409046-FI2,2024-09-30,2026-09-29,no,https://betride.com/contact,,not contacted,,
Kirgo,kirgo.com,https://kirgo.com,Raining Games LLC,ALSI-202409050-FI2,2024-09-30,2026-09-29,no,https://kirgo.com/contact,,not contacted,,
Twocards,twocards.com,https://twocards.com,Softspark Services SRL,ALSI-202409048-FI2,2024-09-30,2026-09-29,no,https://twocards.com/contact,,not contacted,,
Jackpot,jackpot.bet,https://jackpot.bet,Take The Crown LLC,ALSI-202409051-FI2,2024-09-30,2026-09-29,no,https://jackpot.bet/contact,,not contacted,,
Casinoscapes,casinoscapes.com,https://casinoscapes.com,Winner Tech Ltd,ALSI-202409045-FI2,2024-09-30,2026-09-29,no,https://casinoscapes.com/contact,,not contacted,,
Spinlander,spinlander.com,https://spinlander.com,Fionex Holding LTD,ALSI-202409044-FI2,2024-09-23,2026-09-22,no,https://spinlander.com/contact,,not contacted,,
Slotsvader,slotsvader.com,https://slotsvader.com,Fionex Holding LTD,ALSI-202409044-FI2,2024-09-23,2026-09-22,no,https://slotsvader.com/contact,,not contacted,,
Birdspin,birdspin.com,https://birdspin.com,Fionex Holding LTD,ALSI-202409044-FI2,2024-09-23,2026-09-22,no,https://birdspin.com/contact,,not contacted,,
Spinzen,spinzen.com,https://spinzen.com,Fionex Holding LTD,ALSI-202409044-FI2,2024-09-23,2026-09-22,yes,https://spinzen.com/contact,,not contacted,,
Theacecasino,theacecasino.com,https://theacecasino.com,TGIF Limited,ALSI-202409042-FI2,2024-09-23,2026-09-22,no,https://theacecasino.com/contact,,not contacted,,
S9,s9.com,https://s9.com,TGIF Limited,ALSI-202409042-FI2,2024-09-23,2026-09-22,no,https://s9.com/contact,,not contacted,,
X5bet,x5bet.com,https://x5bet.com,TGIF Limited,ALSI-202409042-FI2,2024-09-23,2026-09-22,no,https://x5bet.com/contact,,not contacted,,
Nisanbet,nisanbet.com,https://nisanbet.com,Aninda Solutions Ltd,ALSI-202409036-FI2,2024-09-16,2026-09-15,no,https://nisanbet.com/contact,,not contacted,,
Siyahbet,siyahbet.com,https://siyahbet.com,Aninda Solutions Ltd,ALSI-202409036-FI2,2024-09-16,2026-09-15,no,https://siyahbet.com/contact,,not contacted,,
Betkong,betkong.com,https://betkong.com,Aninda Solutions Ltd,ALSI-202409036-FI2,2024-09-16,2026-09-15,no,https://betkong.com/contact,,not contacted,,
Portbet,portbet.com,https://portbet.com,Aninda Solutions Ltd,ALSI-202409036-FI2,2024-09-16,2026-09-15,no,https://portbet.com/contact,,not contacted,,
Airbahis,airbahis.com,https://airbahis.com,Aninda Solutions Ltd,ALSI-202409036-FI2,2024-09-16,2026-09-15,no,https://airbahis.com/contact,,not contacted,,
Clubworldcasinos,clubworldcasinos.com,https://clubworldcasinos.com,Apex Dynamics Ltd.,ALSI-202409030-FI2,2024-09-16,2026-09-15,no,https://clubworldcasinos.com/contact,,not contacted,,
Aladdinsgoldcasino,aladdinsgoldcasino.com,https://aladdinsgoldcasino.com,Apex Dynamics Ltd.,ALSI-202409030-FI2,2024-09-16,2026-09-15,no,https://aladdinsgoldcasino.com/contact,,not contacted,,
Luckyredcasino,luckyredcasino.com,https://luckyredcasino.com,Apex Dynamics Ltd.,ALSI-202409030-FI2,2024-09-16,2026-09-15,no,https://luckyredcasino.com/contact,,not contacted,,
Highnooncasino,highnooncasino.com,https://highnooncasino.com,Apex Dynamics Ltd.,ALSI-202409030-FI2,2024-09-16,2026-09-15,no,https://highnooncasino.com/contact,,not contacted,,
Buzzluck,buzzluck.com,https://buzzluck.com,Apex Dynamics Ltd.,ALSI-202409030-FI2,2024-09-16,2026-09-15,no,https://buzzluck.com/contact,,not contacted,,
Allstarslots,allstarslots.com,https://allstarslots.com,Apex Dynamics Ltd.,ALSI-202409030-FI2,2024-09-16,2026-09-15,no,https://allstarslots.com/contact,,not contacted,,
Slotter,slotter.casino,https://slotter.casino,Apex Dynamics Ltd.,ALSI-202409030-FI2,2024-09-16,2026-09-15,no,https://slotter.casino/contact,,not contacted,,
Manhattanslots,manhattanslots.com,https://manhattanslots.com,Apex Dynamics Ltd.,ALSI-202409030-FI2,2024-09-16,2026-09-15,no,https://manhattanslots.com/contact,,not contacted,,
Reelspin,reelspin.casino,https://reelspin.casino,Apex Dynamics Ltd.,ALSI-202409030-FI2,2024-09-16,2026-09-15,no,https://reelspin.casino/contact,,not contacted,,
Cryptoreels,cryptoreels.com,https://cryptoreels.com,Apex Dynamics Ltd.,ALSI-202409030-FI2,2024-09-16,2026-09-15,no,https://cryptoreels.com/contact,,not contacted,,
Zinocasinoarab,zinocasinoarab.com,https://zinocasinoarab.com,ChapChap Technologies Limited,ALSI-202409025-FI2,2024-09-16,2026-09-15,no,https://zinocasinoarab.com/contact,,not contacted,,
Zinocasino,zinocasino.com,https://zinocasino.com,ChapChap Technologies Limited,ALSI-202409025-FI2,2024-09-16,2026-09-15,no,https://zinocasino.com/contact,,not contacted,,
Megawaysvip,megawaysvip.com,https://megawaysvip.com,ChapChap Technologies Limited,ALSI-202409025-FI2,2024-09-16,2026-09-15,no,https://megawaysvip.com/contact,,not contacted,,
Aztecparadise,aztecparadise.com,https://aztecparadise.com,ChapChap Technologies Limited,ALSI-202409025-FI2,2024-09-16,2026-09-15,no,https://aztecparadise.com/contact,,not contacted,,
Mrjonescasino,mrjonescasino.com,https://mrjonescasino.com,ChapChap Technologies Limited,ALSI-202409025-FI2,2024-09-16,2026-09-15,no,https://mrjonescasino.com/contact,,not contacted,,
Jackpotlatino,jackpotlatino.com,https://jackpotlatino.com,ChapChap Technologies Limited,ALSI-202409025-FI2,2024-09-16,2026-09-15,no,https://jackpotlatino.com/contact,,not contacted,,
Casino007,casino007.co,https://casino007.co,ChapChap Technologies Limited,ALSI-202409025-FI2,2024-09-16,2026-09-15,no,https://casino007.co/contact,,not contacted,,
7goldcasino,7goldcasino.com,https://7goldcasino.com,ChapChap Technologies Limited,ALSI-202409025-FI2,2024-09-16,2026-09-15,no,https://7goldcasino.com/contact,,not contacted,,
Zangabet,zangabet.com,https://zangabet.com,ChapChap Technologies Limited,ALSI-202409025-FI2,2024-09-16,2026-09-15,no,https://zangabet.com/contact,,not contacted,,
Fortunazz,fortunazz.casino,https://fortunazz.casino,Crea Tech Dynamics Limitada,ALSI-202409037-FI2,2024-09-16,2026-09-15,no,https://fortunazz.casino/contact,,not contacted,,
Minebit,minebit.io,https://minebit.io,Crea Tech Dynamics Limitada,ALSI-202409037-FI2,2024-09-16,2026-09-15,no,https://minebit.io/contact,,not contacted,,
Bitwave,bitwave.casino,https://bitwave.casino,Crea Tech Dynamics Limitada,ALSI-202409037-FI2,2024-09-16,2026-09-15,no,https://bitwave.casino/contact,,not contacted,,
Minebit,minebit.com,https://minebit.com,Crea Tech Dynamics Limitada,ALSI-202409037-FI2,2024-09-16,2026-09-15,no,https://minebit.com/contact,,not contacted,,
Starlit,starlit.casino,https://starlit.casino,Cybermesh Limitada,ALSI-202409040-FI2,2024-09-16,2026-09-15,no,https://starlit.casino/contact,,not contacted,,
R7,r7.casino,https://r7.casino,Cybermesh Limitada,ALSI-202409040-FI2,2024-09-16,2026-09-15,no,https://r7.casino/contact,,not contacted,,
Kometa,kometa.casino,https://kometa.casino,Cybermesh Limitada,ALSI-202409040-FI2,2024-09-16,2026-09-15,no,https://kometa.casino/contact,,not contacted,,
Arkada,arkada.casino,https://arkada.casino,Cybermesh Limitada,ALSI-202409040-FI2,2024-09-16,2026-09-15,no,https://arkada.casino/contact,,not contacted,,
Ggsix,ggsix.com,https://ggsix.com,DRS Limited,ALSI-202409032-FI2,2024-09-16,2025-09-15,no,https://ggsix.com/contact,,not contacted,,
Cybet,cybet.com,https://cybet.com,Eskimo Adventures Ltd.,ALSI-202409034-FI2,2024-09-16,2026-09-15,no,https://cybet.com/contact,,not contacted,,
Winstara,winstara.casino,https://winstara.casino,Funnexus Limitada,ALSI-202409039-FI2,2024-09-16,2026-09-15,no,https://winstara.casino/contact,,not contacted,,
Velora,velora.casino,https://velora.casino,Funnexus Limitada,ALSI-202409039-FI2,2024-09-16,2026-09-15,no,https://velora.casino/contact,,not contacted,,
Catcasino,catcasino.com,https://catcasino.com,Funnexus Limitada,ALSI-202409039-FI2,2024-09-16,2026-09-15,no,https://catcasino.com/contact,,not contacted,,
Gama,gama.casino,https://gama.casino,Funnexus Limitada,ALSI-202409039-FI2,2024-09-16,2026-09-15,no,https://gama.casino/contact,,not contacted,,
Daddy,daddy.casino,https://daddy.casino,Funnexus Limitada,ALSI-202409039-FI2,2024-09-16,2026-09-15,no,https://daddy.casino/contact,,not contacted,,
Mers,mers.casino,https://mers.casino,Funnexus Limitada,ALSI-202409039-FI2,2024-09-16,2026-09-15,no,https://mers.casino/contact,,not contacted,,
Kent,kent.casino,https://kent.casino,Funnexus Limitada,ALSI-202409039-FI2,2024-09-16,2026-09-15,no,https://kent.casino/contact,,not contacted,,
Crorebet,crorebet.com,https://crorebet.com,Global NS Technology Limitada,ALSI-202409041-FI2,2024-09-16,2026-09-15,no,https://crorebet.com/contact,,not contacted,,
Crorewin,crorewin.com,https://crorewin.com,Global NS Technology Limitada,ALSI-202409041-FI2,2024-09-16,2026-09-15,no,https://crorewin.com/contact,,not contacted,,
Beatbetgames,beatbetgames.com,https://beatbetgames.com,Lamoona LLC,ALSI-202409028-FI2,2024-09-16,2026-09-15,no,https://beatbetgames.com/contact,,not contacted,,
Havanabet,havanabet.com,https://havanabet.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://havanabet.com/contact,,not contacted,,
777bet,777bet.io,https://777bet.io,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://777bet.io/contact,,not contacted,,
Zaferbet,zaferbet.com,https://zaferbet.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://zaferbet.com/contact,,not contacted,,
Kalitebet,kalitebet.com,https://kalitebet.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://kalitebet.com/contact,,not contacted,,
Nycbahis,nycbahis.com,https://nycbahis.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://nycbahis.com/contact,,not contacted,,
Casinoburada,casinoburada.com,https://casinoburada.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://casinoburada.com/contact,,not contacted,,
Dodobet2022,dodobet2022.com,https://dodobet2022.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://dodobet2022.com/contact,,not contacted,,
Gglbet,gglbet.com,https://gglbet.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://gglbet.com/contact,,not contacted,,
Bahiks,bahiks.com,https://bahiks.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://bahiks.com/contact,,not contacted,,
Exxenbet,exxenbet.com,https://exxenbet.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://exxenbet.com/contact,,not contacted,,
Ruabet,ruabet.com,https://ruabet.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://ruabet.com/contact,,not contacted,,
Winora Casino,winora-casino.com,https://winora-casino.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://winora-casino.com/contact,,not contacted,,
Premiera,premiera.bet,https://premiera.bet,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://premiera.bet/contact,,not contacted,,
Roysbet,roysbet.com,https://roysbet.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://roysbet.com/contact,,not contacted,,
Grandsapphirebet365,grandsapphirebet365.com,https://grandsapphirebet365.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://grandsapphirebet365.com/contact,,not contacted,,
Betmera,betmera.com,https://betmera.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://betmera.com/contact,,not contacted,,
Defnebet,defnebet.com,https://defnebet.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://defnebet.com/contact,,not contacted,,
Betnano,betnano.africa,https://betnano.africa,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://betnano.africa/contact,,not contacted,,
Casimario,casimario.com,https://casimario.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://casimario.com/contact,,not contacted,,
5stakes,5stakes.com,https://5stakes.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://5stakes.com/contact,,not contacted,,
Betgevin,betgevin.com,https://betgevin.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://betgevin.com/contact,,not contacted,,
Wadabet,wadabet.com,https://wadabet.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://wadabet.com/contact,,not contacted,,
Betozof,betozof.com,https://betozof.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://betozof.com/contact,,not contacted,,
Betnovo,betnovo.com,https://betnovo.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://betnovo.com/contact,,not contacted,,
Izzabahis1,izzabahis1.com,https://izzabahis1.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://izzabahis1.com/contact,,not contacted,,
Kulebets,kulebets.com,https://kulebets.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://kulebets.com/contact,,not contacted,,
Betingo,betingo.com,https://betingo.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://betingo.com/contact,,not contacted,,
Betaryan,betaryan.com,https://betaryan.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://betaryan.com/contact,,not contacted,,
Kareasbet,kareasbet.com,https://kareasbet.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://kareasbet.com/contact,,not contacted,,
Winovcasino,winovcasino.com,https://winovcasino.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://winovcasino.com/contact,,not contacted,,
Bonibon,bonibon.com,https://bonibon.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://bonibon.com/contact,,not contacted,,
Spinkazan,spinkazan.com,https://spinkazan.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://spinkazan.com/contact,,not contacted,,
Martislot,martislot.com,https://martislot.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://martislot.com/contact,,not contacted,,
Reiscasino,reiscasino.com,https://reiscasino.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://reiscasino.com/contact,,not contacted,,
Narwin310,narwin310.com,https://narwin310.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://narwin310.com/contact,,not contacted,,
Gedikbet,gedikbet.com,https://gedikbet.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://gedikbet.com/contact,,not contacted,,
Betralli,betralli.com,https://betralli.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://betralli.com/contact,,not contacted,,
Milanbahis,milanbahis.com,https://milanbahis.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://milanbahis.com/contact,,not contacted,,
Betsekiz,betsekiz.com,https://betsekiz.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://betsekiz.com/contact,,not contacted,,
Hurbahis,hurbahis.com,https://hurbahis.com,Mega Technology Ltd,ALSI-202409020-FI2,2024-09-16,2026-09-15,no,https://hurbahis.com/contact,,not contacted,,
Megaposta,megaposta.com,https://megaposta.com,Nexus International Entertainment Ltd,ALSI-202409038-FI2,2024-09-16,2026-09-15,no,https://megaposta.com/contact,,not contacted,,
Lanistar,lanistar.com,https://lanistar.com,Nexus International Entertainment Ltd,ALSI-202409038-FI2,2024-09-16,2026-09-15,no,https://lanistar.com/contact,,not contacted,,
Spartans,spartans.com,https://spartans.com,Nexus International Entertainment Ltd,ALSI-202409038-FI2,2024-09-16,2026-09-15,no,https://spartans.com/contact,,not contacted,,
1xbit,1xbit.com,https://1xbit.com,OCEAVENTURE LIMITED,ALSI-202409027-FI2,2024-09-16,2026-09-15,no,https://1xbit.com/contact,,not contacted,,
1xbitx,1xbitx.com,https://1xbitx.com,OCEAVENTURE LIMITED,ALSI-202409027-FI2,2024-09-16,2026-09-15,no,https://1xbitx.com/contact,,not contacted,,
Betjam,betjam.games,https://betjam.games,POLYNATO LLC,ALSI-202409029-FI2,2024-09-16,2026-09-15,no,https://betjam.games/contact,,not contacted,,
Rubyslots,rubyslots.com,https://rubyslots.com,Primrose Media Limited,ALSI-202409021-FI2,2024-09-16,2026-09-15,no,https://rubyslots.com/contact,,not contacted,,
Slotsofvegas,slotsofvegas.com,https://slotsofvegas.com,Primrose Media Limited,ALSI-202409021-FI2,2024-09-16,2026-09-15,no,https://slotsofvegas.com/contact,,not contacted,,
Ragingbullslots,ragingbullslots.com,https://ragingbullslots.com,Primrose Media Limited,ALSI-202409021-FI2,2024-09-16,2026-09-15,no,https://ragingbullslots.com/contact,,not contacted,,
Juicy,juicy.casino,https://juicy.casino,Red Wolf Ltd,ALSI-202409035-FI2,2024-09-16,2025-09-15,no,https://juicy.casino/contact,,not contacted,,
Popstake,popstake.com,https://popstake.com,Red Wolf Ltd,ALSI-202409035-FI2,2024-09-16,2025-09-15,no,https://popstake.com/contact,,not contacted,,
1xbet,1xbet.global,https://1xbet.global,STRANTON LLC,ALSI-202409031-FI2,2024-09-16,2026-09-15,no,https://1xbet.global/contact,,not contacted,,
1x Singa,1x-singa.com,https://1x-singa.com,STRANTON LLC,ALSI-202409031-FI2,2024-09-16,2026-09-15,no,https://1x-singa.com/contact,,not contacted,,
1x Bet Id,1x-bet-id.mobi,https://1x-bet-id.mobi,STRANTON LLC,ALSI-202409031-FI2,2024-09-16,2026-09-15,no,https://1x-bet-id.mobi/contact,,not contacted,,
