domain,brand_stem,mirrors,operator,licence,jurisdiction,licence_status,expires,already_in_pool,all_domains,status,contacted_on,live,http,title,reason,brand_name
turbobet.bet,turbobet,0,Great Star N.V.,OGL/2024/689/0696,Curacao,active,"August 22, 2026",no,turbobet.bet,not contacted,,yes,200,Turbobet | Pronosticos Deportivos Y Casino Online,,Turbobet
elexbet.com,elexbet,0,Longterm Interactive N.V.,OGL/2024/1417/0637,Curacao,assessment in progress,"December 24, 2025",no,elexbet.com,not contacted,,yes,200,elexbet,,elexbet
imajbet.com,imajbet,0,Longterm Interactive N.V.,OGL/2024/1417/0637,Curacao,assessment in progress,"December 24, 2025",no,imajbet.com,not contacted,,yes,200,imajbet,,imajbet
savoybetting.com,savoybetting,0,Longterm Interactive N.V.,OGL/2024/1417/0637,Curacao,assessment in progress,"December 24, 2025",no,savoybetting.com,not contacted,,yes,200,"Savoybetting Giriş , Savoy Casino , Savoy Güncel Giriş Adresi",,
letou.com,letou,1,Novatech Solutions N.V.,OGL/2024/1790/1062,Curacao,assessment in progress,"December 24, 2025",yes,letou.com letou.asia,not contacted,,yes,200,,,
lt.com,lt,0,Novatech Solutions N.V.,OGL/2024/1790/1062,Curacao,assessment in progress,"December 24, 2025",yes,lt.com,not contacted,,yes,200,,,
mrcat.com,mrcat,0,Novatech Solutions N.V.,OGL/2024/1790/1062,Curacao,assessment in progress,"December 24, 2025",yes,mrcat.com,not contacted,,yes,200,,,
slotexpress.com,slotexpress,0,Novatech Solutions N.V.,OGL/2024/1790/1062,Curacao,assessment in progress,"December 24, 2025",no,slotexpress.com,not contacted,,yes,200,SlotExpress,,SlotExpress
betnella.com,betnella,0,Rocket Play B.V.,OGL/2024/2413/1228,Curacao,active,"June 9, 2026",no,betnella.com,not contacted,,yes,200,ᐈ Betnella - Play Slots Online For Free or Real Money,,ᐈ Betnella
betsamuro.com,betsamuro,0,Rocket Play B.V.,OGL/2024/2413/1228,Curacao,active,"June 9, 2026",no,betsamuro.com,not contacted,,yes,200,ᐈ Betsamuro - Play Slots Online For Free or Real Money,,ᐈ Betsamuro
bonuskong.com,bonuskong,0,Rocket Play B.V.,OGL/2024/2413/1228,Curacao,active,"June 9, 2026",no,bonuskong.com,not contacted,,yes,200,ᐈ Bonuskong - Play Slots Online For Free or Real Money,,ᐈ Bonuskong
cowboyspin.com,cowboyspin,0,Rocket Play B.V.,OGL/2024/2413/1228,Curacao,active,"June 9, 2026",no,cowboyspin.com,not contacted,,yes,200,ᐈ Cowboyspin - Play Slots Online For Free or Real Money,,ᐈ Cowboyspin
gamblerina.com,gamblerina,0,Rocket Play B.V.,OGL/2024/2413/1228,Curacao,active,"June 9, 2026",no,gamblerina.com,not contacted,,yes,200,ᐈ Gamblerina - Play Slots Online For Free or Real Money,,ᐈ Gamblerina
liraluck.com,liraluck,0,Rocket Play B.V.,OGL/2024/2413/1228,Curacao,active,"June 9, 2026",no,liraluck.com,not contacted,,yes,200,ᐈ Liraluck - Play Slots Online For Free or Real Money,,ᐈ Liraluck
scizino.com,scizino,0,Rocket Play B.V.,OGL/2024/2413/1228,Curacao,active,"June 9, 2026",no,scizino.com,not contacted,,yes,200,ᐈ Scizino - Play Slots Online For Free or Real Money,,ᐈ Scizino
thorfortune.com,thorfortune,0,Rocket Play B.V.,OGL/2024/2413/1228,Curacao,active,"June 9, 2026",no,thorfortune.com,not contacted,,yes,200,ᐈ Thorfortune - Play Slots Online For Free or Real Money,,ᐈ Thorfortune
bahis.com,bahis,0,Socas International B.V.,OGL/2024/1295/0544,Curacao,assessment in progress,"December 24, 2025",yes,bahis.com,not contacted,,yes,200,Bahis.com,,Bahis.com
betturkey.com,betturkey,0,Socas International B.V.,OGL/2024/1295/0544,Curacao,assessment in progress,"December 24, 2025",yes,betturkey.com,not contacted,,yes,200,Betturkey,,Betturkey
dodobet.com,dodobet,0,Socas International B.V.,OGL/2024/1295/0544,Curacao,assessment in progress,"December 24, 2025",yes,dodobet.com,not contacted,,yes,200,Dodobet global,,Dodobet global
fixbet.com,fixbet,0,Socas International B.V.,OGL/2024/1295/0544,Curacao,assessment in progress,"December 24, 2025",yes,fixbet.com,not contacted,,yes,200,Fixbet Bahis ve Casino Sitesi | Fixbet Giriş | Fixbet Resmi Sitesi,,Fixbet Bahis ve Casino Sitesi
matadorbet.com,matadorbet,0,Socas International B.V.,OGL/2024/1295/0544,Curacao,assessment in progress,"December 24, 2025",yes,matadorbet.com,not contacted,,yes,200,Matadorbet ⚡️ Matadorbet Giriş 2026 ⚡️,,Matadorbet ⚡️ Matadorbet Giriş 2026 ⚡️
sahabet.com,sahabet,0,Socas International B.V.,OGL/2024/1295/0544,Curacao,assessment in progress,"December 24, 2025",yes,sahabet.com,not contacted,,yes,200,Sahabet | Sahabet Giriş & Güncel Adres ile Güvenli Bahis,,Sahabet
zbahis.com,zbahis,0,Socas International B.V.,OGL/2024/1295/0544,Curacao,assessment in progress,"December 24, 2025",yes,zbahis.com,not contacted,,yes,200,Zbahis Bahis ve Casino Sitesi | Zbahis Giriş | Zbahis Resmi Sitesi,,Zbahis Bahis ve Casino Sitesi
misterxargent.com,misterxargent,0,TGI Entertainment N.V.,OGL/2024/428/0397,Curacao,active,"March 26, 2026",no,misterxargent.com,not contacted,,yes,200,Home MisterXArgent - Best Casino Online,,Home MisterXArgent
misterxor.com,misterxor,0,TGI Entertainment N.V.,OGL/2024/428/0397,Curacao,active,"March 26, 2026",no,misterxor.com,not contacted,,yes,200,Home MisterXor - Best Casino Online,,Home MisterXor
misterxplatinum.com,misterxplatinum,0,TGI Entertainment N.V.,OGL/2024/428/0397,Curacao,active,"March 26, 2026",no,misterxplatinum.com,not contacted,,yes,200,Home MisterXPlatinum - Best Casino Online,,Home MisterXPlatinum
misterxvip.com,misterxvip,0,TGI Entertainment N.V.,OGL/2024/428/0397,Curacao,active,"March 26, 2026",no,misterxvip.com,not contacted,,yes,200,Home MisterXvip - Best Casino Online,,Home MisterXvip
mrsbet.com,mrsbet,0,TGI Entertainment N.V.,OGL/2024/428/0397,Curacao,active,"March 26, 2026",no,mrsbet.com,not contacted,,yes,200,,,
mrxbet.bet,mrxbet,0,TGI Entertainment N.V.,OGL/2024/428/0397,Curacao,active,"March 26, 2026",no,mrxbet.bet,not contacted,,yes,200,Mrxbet,,Mrxbet
evospin.com,evospin,0,Bets Entertainment N.V.,OGL/2024/1178/0479,Curacao,assessment in progress,"December 24, 2025",no,evospin.com,not contacted,,yes,200,,,
betbaba.com,betbaba,0,Continental Solutions Limited B.V.,OGL/2024/1208/0715,Curacao,active,"March 26, 2026",no,betbaba.com,not contacted,,yes,200,Betbaba | Türkiye'nin en güvenilir şans oyunları sitesi | Anasayfa,,Betbaba
betivo.com,betivo,0,Continental Solutions Limited B.V.,OGL/2024/1208/0715,Curacao,active,"March 26, 2026",no,betivo.com,not contacted,,yes,200,Betivo | Play Smarter | Home,,Betivo
casinomega.com,casinomega,0,Continental Solutions Limited B.V.,OGL/2024/1208/0715,Curacao,active,"March 26, 2026",no,casinomega.com,not contacted,,yes,200,Casino,,Casino
zora.bet,zora,2,Cre8 B.V.,OGL/2024/375/0657,Curacao,assessment in progress,"December 24, 2025",no,zora.bet zo-ra.bet zor-a.bet,not contacted,,yes,200,...,,...
ra.bet,ra,0,Cre8 B.V.,OGL/2024/375/0657,Curacao,assessment in progress,"December 24, 2025",no,ra.bet,not contacted,,yes,200,Spin Pin,,Spin Pin
top.casino,top,0,Cre8 B.V.,OGL/2024/375/0657,Curacao,assessment in progress,"December 24, 2025",no,top.casino,not contacted,,yes,200,Online betting | Best sports betting site,,Online betting
bitzamo-casino.org,bitzamocasino,0,Elsikora N.V.,OGL/2024/345/0210,Curacao,active,"March 26, 2026",no,bitzamo-casino.org,not contacted,,yes,200,"Битзамо официальный сайт ✔️ Войти и играть онлайн на деньги в bitzamo.com, скачать автомат",,
blitz-casino.biz,blitzcasino,0,Elsikora N.V.,OGL/2024/345/0210,Curacao,active,"March 26, 2026",no,blitz-casino.biz,not contacted,,yes,200,"Блитз официальный сайт ✔️ Войти и играть онлайн на деньги в blitz.red, скачать автоматы бе",,
bounty-casino.info,bountycasino,0,Elsikora N.V.,OGL/2024/345/0210,Curacao,active,"March 26, 2026",no,bounty-casino.info,not contacted,,yes,200,"Баунти официальный сайт ✔️ Войти и играть онлайн на деньги в bounty-casino.com, скачать ав",,
brillx-casino.com,brillxcasino,0,Elsikora N.V.,OGL/2024/345/0210,Curacao,active,"March 26, 2026",no,brillx-casino.com,not contacted,,yes,200,"Брилкс официальный сайт ✔️ Войти и играть онлайн на деньги в brillx.gg, скачать автоматы б",,
friends-casino.vg,friendscasino,0,Elsikora N.V.,OGL/2024/345/0210,Curacao,active,"March 26, 2026",no,friends-casino.vg,not contacted,,yes,200,"Френдс официальный сайт ✔️ Войти и играть онлайн на деньги в friends-casino.com, скачать а",,
turbo-casino.plus,turbocasino,0,Elsikora N.V.,OGL/2024/345/0210,Curacao,active,"March 26, 2026",no,turbo-casino.plus,not contacted,,yes,200,"Турбо официальный сайт ✔️ Войти и играть онлайн на деньги в turbo-casino.gg, скачать автом",,
jugabet.com.ec,com,3,Gladia N.V.,OGL/2024/378/0652,Curacao,assessment in progress,"December 24, 2025",no,jugabet.com.ec jugabet.com.bo jugabet.com.uy jugabet.com.py,not contacted,,yes,200,This domain name is registered with Netim,,
evolvebets.com,evolvebets,0,HNA Gaming B.V.,OGL/2024/1191/0663,Curacao,active,"March 12, 2026",no,evolvebets.com,not contacted,,yes,200,EvolveBets Casino: Online Casino & Sports Betting,,EvolveBets Casino
hugobets.io,hugobets,0,HNA Gaming B.V.,OGL/2024/1191/0663,Curacao,active,"March 12, 2026",no,hugobets.io,not contacted,,yes,200,"HugoBets Casino – Online Slots, Live Dealers & Sports",,HugoBets Casino
simsinos.io,simsinos,0,HNA Gaming B.V.,OGL/2024/1191/0663,Curacao,active,"March 12, 2026",no,simsinos.io,not contacted,,yes,200,Simsinos: Online Casino & Sports Betting - Wager Free Bonuses,,Simsinos
vibebet.com,vibebet,0,HNA Gaming B.V.,OGL/2024/1191/0663,Curacao,active,"March 12, 2026",no,vibebet.com,not contacted,,yes,200,,,
viggoslots.io,viggoslots,0,HNA Gaming B.V.,OGL/2024/1191/0663,Curacao,active,"March 12, 2026",no,viggoslots.io,not contacted,,yes,200,Online Casino & Live Casino | Play to Win | ViggoSlots,,Online Casino & Live Casino
lotosena.com,lotosena,0,Legacy Eight Curacao N.V.,OGL/2024/956/0417,Curacao,active,"February 7, 2026",no,lotosena.com,not contacted,,yes,200,Win millions online with our lotteries and casino games,,
trilhardario.com,trilhardario,0,Legacy Eight Curacao N.V.,OGL/2024/956/0417,Curacao,active,"February 7, 2026",no,trilhardario.com,not contacted,,yes,200,Apuestas en Línea - Lotería Online y Juegos de Casino,,Apuestas en Línea
trillonario.co.cr,co,0,Legacy Eight Curacao N.V.,OGL/2024/956/0417,Curacao,active,"February 7, 2026",no,trillonario.co.cr,not contacted,,yes,200,Apuestas en Línea - Lotería Online y Juegos de Casino,,Apuestas en Línea
trillonario.com.mx,com,0,Legacy Eight Curacao N.V.,OGL/2024/956/0417,Curacao,active,"February 7, 2026",no,trillonario.com.mx,not contacted,,yes,200,Apuestas en Línea - Lotería Online y Juegos de Casino,,Apuestas en Línea
wintrillions.com,wintrillions,0,Legacy Eight Curacao N.V.,OGL/2024/956/0417,Curacao,active,"February 7, 2026",no,wintrillions.com,not contacted,,yes,200,Apuestas en Línea - Lotería Online y Juegos de Casino,,Apuestas en Línea
mgc88.cc,mgc,8,Novisoft N.V.,OGL/2024/1394/0725,Curacao,assessment in progress,"December 24, 2025",no,mgc88.cc mgc88.io mgc88.co mgc88.com mgc88.fun mgc88.win mgc88.vip mgc88.bet,not contacted,,yes,200,,,
willbet.ai,willbet,1,Novisoft N.V.,OGL/2024/1394/0725,Curacao,assessment in progress,"December 24, 2025",no,willbet.ai willbet.io,not contacted,,yes,200,"WillBet: Sports, Casino & Crypto Games - Global Online Entertainment",,WillBet
katon.ai,katon,0,Novisoft N.V.,OGL/2024/1394/0725,Curacao,assessment in progress,"December 24, 2025",no,katon.ai,not contacted,,yes,200,"WillBet: Sports, Casino & Crypto Games - Global Online Entertainment",,WillBet
cryptobet535.com,cryptobet,100,OnlineGaming Soft B.V.,OGL/2024/825/1106,Curacao,active,"March 7, 2026",no,cryptobet535.com cryptobet550.com cryptobet531.com cryptobet598.com cryptobet520.com cryptobet542.com cryptobet521.com cryptobet552.com,not contacted,,yes,200,,,
cybercitycasino.com,cybercitycasino,0,Play Smart ENT B.V.,OGL/2024/649/0442,Curacao,active,"April 3, 2026",no,cybercitycasino.com,not contacted,,yes,200,Cyber City - Online Poker & Casino | Build Your Legacy,,Cyber City
karhusino.com,karhusino,0,Play Smart ENT B.V.,OGL/2024/649/0442,Curacao,active,"April 3, 2026",no,karhusino.com,not contacted,,yes,200,karhusino,,karhusino
pelaanyt.com,pelaanyt,0,Play Smart ENT B.V.,OGL/2024/649/0442,Curacao,active,"April 3, 2026",no,pelaanyt.com,not contacted,,yes,200,Pelaanyt,,Pelaanyt
pikapotti.com,pikapotti,0,Play Smart ENT B.V.,OGL/2024/649/0442,Curacao,active,"April 3, 2026",no,pikapotti.com,not contacted,,yes,200,Pikapotti - Potti kotiin ja pikana!,,Pikapotti
spinni.com,spinni,0,Play Smart ENT B.V.,OGL/2024/649/0442,Curacao,active,"April 3, 2026",no,spinni.com,not contacted,,yes,200,SPINNI Casino | Play the Best Online Casino Games & Slots,,SPINNI Casino
vivospin.io,vivospin,0,Play Smart ENT B.V.,OGL/2024/649/0442,Curacao,active,"April 3, 2026",no,vivospin.io,not contacted,,yes,200,,TimeoutError,
atlantivegas.com,atlantivegas,0,SG International N.V.,OGL/2024/379/0174,Curacao,assessment in progress,"December 24, 2025",no,atlantivegas.com,not contacted,,yes,200,Atlantivegas,,Atlantivegas
kilobet.com,kilobet,0,SG International N.V.,OGL/2024/379/0174,Curacao,assessment in progress,"December 24, 2025",no,kilobet.com,not contacted,,yes,200,KiloBet,,KiloBet
vegas.salon,vegas,0,SG International N.V.,OGL/2024/379/0174,Curacao,assessment in progress,"December 24, 2025",no,vegas.salon,not contacted,,yes,200,Vegas,,Vegas
rolletto.cc,rolletto,3,Santeda International B.V.,OGL/2024/1798/1048,Curacao,assessment in progress,"December 24, 2025",no,rolletto.cc rolletto.com rolletto.win rolletto1.com,not contacted,,yes,200,"Sports & eSports Online Betting, Live Casino, Slots & Table Game | Rolletto",,
megajeet.com,megajeet,0,Santeda International B.V.,OGL/2024/1798/1048,Curacao,assessment in progress,"December 24, 2025",no,megajeet.com,not contacted,,yes,200,,,
zizobet.com,zizobet,0,Santeda International B.V.,OGL/2024/1798/1048,Curacao,assessment in progress,"December 24, 2025",no,zizobet.com,not contacted,,yes,200,,,
purecasino.co,purecasino,0,Windward Circle B.V.,OGL/2024/1135/0484,Curacao,active,"August 14, 2026",no,purecasino.co,not contacted,,yes,200,Home,,Home
oddjusta.com,oddjusta,0,A2F B.V.,OGL/2024/298/0109,Curacao,active,"April 14, 2026",no,oddjusta.com,not contacted,,yes,200,OddJusta - Premier Betting Exchange Platform,,OddJusta
punterplay.com,punterplay,0,A2F B.V.,OGL/2024/298/0109,Curacao,active,"April 14, 2026",no,punterplay.com,not contacted,,yes,200,,,
superodds88.com,superodds,0,A2F B.V.,OGL/2024/298/0109,Curacao,active,"April 14, 2026",no,superodds88.com,not contacted,,yes,200,superodds88 - Best-In-Class Sports Trading Platform for Professional Betting,,superodds88
tradeball.com,tradeball,0,A2F B.V.,OGL/2024/298/0109,Curacao,active,"April 14, 2026",no,tradeball.com,not contacted,,yes,200,Tradeball,,Tradeball
ok9.pro,ok,4,Cyber Labs B.V.,OGL/2024/1696/1055,Curacao,active,"March 13, 2026",no,ok9.pro ok9.plus ok9.shop ok9.work ok9.space,not contacted,,yes,200,,,
jun88.id,jun,1,Cyber Labs B.V.,OGL/2024/1696/1055,Curacao,active,"March 13, 2026",no,jun88.id jun88.kr,not contacted,,yes,200,Jun88 Trang chủ chính thức Jun88.com,,Jun88 Trang chủ chính thức Jun88.com
789bet.sc,bet,0,Cyber Labs B.V.,OGL/2024/1696/1055,Curacao,active,"March 13, 2026",no,789bet.sc,not contacted,,yes,200,"789BET - Đăng Ký, Đăng Nhập Trang Chủ 789BET.COM #1 Châu Á",,789BET
c168.biz,c,0,Cyber Labs B.V.,OGL/2024/1696/1055,Curacao,active,"March 13, 2026",no,c168.biz,not contacted,,yes,200,"C168 - Đăng Ký, Đăng Nhập Trang Chủ C168.COM Uy Tín #1 Châu Á",,C168
cm88.com,cm,0,Cyber Labs B.V.,OGL/2024/1696/1055,Curacao,active,"March 13, 2026",no,cm88.com,not contacted,,yes,200,"CM88 - Đăng Ký, Đăng Nhập Trang Chủ CM88, Giới Thiệu Bạn +200K",,CM88
sc88.co,sc,0,Cyber Labs B.V.,OGL/2024/1696/1055,Curacao,active,"March 13, 2026",no,sc88.co,not contacted,,yes,200,"SC88 - Đăng Ký, Đăng Nhập Trang Chủ SC88.COM Uy Tín #1 Châu Á",,SC88
spark.casino,spark,0,Fun Fusion N.V.,OGL/2024/750/0202,Curacao,assessment in progress,"December 24, 2025",no,spark.casino,not contacted,,yes,200,,URLError,
mrtilt.com,mrtilt,0,GP Holding B.V.,OGL/2024/1326/0684,Curacao,active,"April 17, 2026",no,mrtilt.com,not contacted,,yes,200,MrTilt,,MrTilt
pec.bet,pec,0,GP Holding B.V.,OGL/2024/1326/0684,Curacao,active,"April 17, 2026",no,pec.bet,not contacted,,yes,200,PEC.BET | Online Casino & Sports Betting,,PEC.BET
reipas.com,reipas,0,GP Holding B.V.,OGL/2024/1326/0684,Curacao,active,"April 17, 2026",no,reipas.com,not contacted,,yes,200,Reipas Kasino | Nettikasino,,Reipas Kasino
keeponwin.com,keeponwin,0,Keep On Entertainment N.V.,OGL/2024/2279/1202,Curacao,active,"February 22, 2026",no,keeponwin.com,not contacted,,yes,200,Keep On Win - Ana Sayfa,,Keep On Win
kktcroyal.com,kktcroyal,0,Keep On Entertainment N.V.,OGL/2024/2279/1202,Curacao,active,"February 22, 2026",no,kktcroyal.com,not contacted,,yes,200,En güvenilir ve kaliteli Casino KKTC Royal,,
ikasbet.com,ikasbet,0,Novi B.V.,OGL/2024/1288/0542,Curacao,assessment in progress,"December 24, 2025",yes,ikasbet.com,not contacted,,yes,200,,,
kazancasino.com,kazancasino,0,Novi B.V.,OGL/2024/1288/0542,Curacao,assessment in progress,"December 24, 2025",no,kazancasino.com,not contacted,,yes,200,Kazan Casino | Best Online Casino Games and Bonuses,,Kazan Casino
miki.com,miki,0,Novi B.V.,OGL/2024/1288/0542,Curacao,assessment in progress,"December 24, 2025",no,miki.com,not contacted,,yes,200,Miki Casino | Best Online Casino Games and Bonuses,,Miki Casino
olimposcasino.com,olimposcasino,0,Novi B.V.,OGL/2024/1288/0542,Curacao,assessment in progress,"December 24, 2025",no,olimposcasino.com,not contacted,,yes,200,Krallar gibi oyna Olimpos'un şansını yakala!,,
casino-x.com,casinox,0,Pomadorro N.V.,OGL/2024/863/0412,Curacao,assessment in progress,"December 24, 2025",no,casino-x.com,not contacted,,yes,200,Region restrictions,,Region restrictions
ramenbet.com,ramenbet,0,Pomadorro N.V.,OGL/2024/863/0412,Curacao,assessment in progress,"December 24, 2025",no,ramenbet.com,not contacted,,yes,200,Region restrictions,,Region restrictions
letsgocasino.com,letsgocasino,0,Progress Path Co N.V.,OGL/2024/1113/0517,Curacao,active,"July 24, 2026",no,letsgocasino.com,not contacted,,yes,200,Best Online Casino Canada - Let’s Go Casino | Hit the Jackpot,,Best Online Casino Canada
vipletsgocasino.com,vipletsgocasino,0,Progress Path Co N.V.,OGL/2024/1113/0517,Curacao,active,"July 24, 2026",no,vipletsgocasino.com,not contacted,,yes,200,Best Online Casino Canada - Let’s Go Casino | Hit the Jackpot,,Best Online Casino Canada
winthrone.com,winthrone,0,Progress Path Co N.V.,OGL/2024/1113/0517,Curacao,active,"July 24, 2026",no,winthrone.com,not contacted,,yes,200,Online Casino Canada | Winthrone Casino,,Online Casino Canada
betto.com,betto,0,Rail Solutions Group B.V.,OGL/2024/788/0550,Curacao,assessment in progress,"December 24, 2025",no,betto.com,not contacted,,yes,200,BETTO | New place for betting,,BETTO
chokwin.com,chokwin,0,Rail Solutions Group B.V.,OGL/2024/788/0550,Curacao,assessment in progress,"December 24, 2025",no,chokwin.com,not contacted,,yes,200,,,
coinebet.com,coinebet,0,Rail Solutions Group B.V.,OGL/2024/788/0550,Curacao,assessment in progress,"December 24, 2025",no,coinebet.com,not contacted,,yes,200,,,
novero.io,novero,0,Rail Solutions Group B.V.,OGL/2024/788/0550,Curacao,assessment in progress,"December 24, 2025",no,novero.io,not contacted,,yes,200,,,
artemisbet.com,artemisbet,1,SXM Management N.V.,OGL/2024/777/0365,Curacao,assessment in progress,"December 24, 2025",yes,artemisbet.com artemisbet1195.com,not contacted,,yes,200,Artemisbet - Yüksek Oranlı Spor Bahisleri ve Casino - Artemisbet Giriş,,Artemisbet
betper.com,betper,0,SXM Management N.V.,OGL/2024/777/0365,Curacao,assessment in progress,"December 24, 2025",no,betper.com,not contacted,,yes,200,Betper - En İyi Spor Bahisleri Oranları ve Canlı Casino - Betper Giriş,,Betper
klasbahis.com,klasbahis,0,SXM Management N.V.,OGL/2024/777/0365,Curacao,assessment in progress,"December 24, 2025",no,klasbahis.com,not contacted,,yes,200,"Klasbahis Giriş, Klasbahis Yeni ve Güncel Adresi - Klasbahis",,
perabet.com,perabet,0,SXM Management N.V.,OGL/2024/777/0365,Curacao,assessment in progress,"December 24, 2025",no,perabet.com,not contacted,,yes,200,Perabet - Top Bitcoin & Crypto Casino!,,Perabet
truvabet.com,truvabet,0,SXM Management N.V.,OGL/2024/777/0365,Curacao,assessment in progress,"December 24, 2025",no,truvabet.com,not contacted,,yes,200,,,
venusbet.com,venusbet,0,SXM Management N.V.,OGL/2024/777/0365,Curacao,assessment in progress,"December 24, 2025",no,venusbet.com,not contacted,,yes,200,venusbet,,venusbet
kitcasinos.com,kitcasinos,0,Scores55 Tech N.V.,OGL/2024/1307/0748,Curacao,assessment in progress,"December 24, 2025",no,kitcasinos.com,not contacted,,yes,200,,,
globalbahis.com,globalbahis,0,TC Entertainment N.V.,OGL/2024/419/0348,Curacao,assessment in progress,"December 24, 2025",no,globalbahis.com,not contacted,,yes,200,Loading...,,Loading...
lordspoker.com,lordspoker,0,TC Entertainment N.V.,OGL/2024/419/0348,Curacao,assessment in progress,"December 24, 2025",no,lordspoker.com,not contacted,,yes,200,,,
22bit.com,bit,0,Techwave B.V.,OGL/2024/1653/0930,Curacao,active,"April 16, 2026",no,22bit.com,not contacted,,yes,203,,,
22casino.com,casino,0,Techwave B.V.,OGL/2024/1653/0930,Curacao,active,"April 16, 2026",no,22casino.com,not contacted,,yes,203,,,
betlabel.com,betlabel,0,Techwave B.V.,OGL/2024/1653/0930,Curacao,active,"April 16, 2026",no,betlabel.com,not contacted,,yes,203,,,
royalxo.com,royalxo,0,Techwave B.V.,OGL/2024/1653/0930,Curacao,active,"April 16, 2026",no,royalxo.com,not contacted,,yes,200,RoyalXO,,RoyalXO
safecasino.com,safecasino,0,Techwave B.V.,OGL/2024/1653/0930,Curacao,active,"April 16, 2026",no,safecasino.com,not contacted,,yes,200,Safecasino,,Safecasino
gemwin.ing,gemwin,0,Amadeus Technology B.V,OGL/2024/1272/1143,Curacao,active,"May 18, 2026",no,gemwin.ing,not contacted,,yes,200,GEMWIN - Tải App Game Bài Đổi Thưởng Đại Phú Quý 2025,,GEMWIN
nhatvip.bar,nhatvip,0,Amadeus Technology B.V,OGL/2024/1272/1143,Curacao,active,"May 18, 2026",no,nhatvip.bar,not contacted,,yes,200,Nhatvip - Thiên đường cờ bạc hàng đầu Việt Nam | Link tải Nhatvip,,Nhatvip
sunwin.info,sunwin,0,Amadeus Technology B.V,OGL/2024/1272/1143,Curacao,active,"May 18, 2026",no,sunwin.info,not contacted,,yes,200,Sunwin – Official Online Entertainment Platform,,Sunwin
tipclub.sbs,tipclub,0,Amadeus Technology B.V,OGL/2024/1272/1143,Curacao,active,"May 18, 2026",no,tipclub.sbs,not contacted,,yes,200,"Tipclub | Tải Game Tip Club, Game Bài Đổi Thưởng Uy Tín Số 1 Châu Á",,Tipclub
zowin.cab,zowin,0,Amadeus Technology B.V,OGL/2024/1272/1143,Curacao,active,"May 18, 2026",no,zowin.cab,not contacted,,yes,200,ZOWIN - Tải Game Bài Đổi Thưởng Zowin Ios/Android/APK 2026,,ZOWIN
kurdbet.net,kurdbet,0,Arena Sports Entertainment N.V.,OGL/2024/833/1005,Curacao,active,"May 23, 2026",no,kurdbet.net,not contacted,,yes,200,Kurdbet,,Kurdbet
mosulbet.com,mosulbet,0,Arena Sports Entertainment N.V.,OGL/2024/833/1005,Curacao,active,"May 23, 2026",no,mosulbet.com,not contacted,,yes,200,Mosulbet,,Mosulbet
sportarenabet.com,sportarenabet,0,Arena Sports Entertainment N.V.,OGL/2024/833/1005,Curacao,active,"May 23, 2026",no,sportarenabet.com,not contacted,,yes,200,Sport Arena Bet,,Sport Arena Bet
ttbetarena.com,ttbetarena,0,Arena Sports Entertainment N.V.,OGL/2024/833/1005,Curacao,active,"May 23, 2026",no,ttbetarena.com,not contacted,,yes,200,TT Bet Arena,,TT Bet Arena
dale-bets.com,dalebets,0,Bespinex N.V.,OGL/2024/1563/0831,Curacao,assessment in progress,"December 24, 2025",no,dale-bets.com,not contacted,,yes,200,...,,...
fuego.casino,fuego,0,Bespinex N.V.,OGL/2024/1563/0831,Curacao,assessment in progress,"December 24, 2025",no,fuego.casino,not contacted,,yes,200,...,,...
joinbet.com,joinbet,0,Bespinex N.V.,OGL/2024/1563/0831,Curacao,assessment in progress,"December 24, 2025",no,joinbet.com,not contacted,,yes,200,...,,...
bison.win,bison,1,Betelgeuse Entertainment B.V.,OGL/2024/1062/0475,Curacao,active,"March 17, 2026",no,bison.win bison.casino,not contacted,,yes,200,,,
fireball.casino,fireball,0,Betelgeuse Entertainment B.V.,OGL/2024/1062/0475,Curacao,active,"March 17, 2026",no,fireball.casino,not contacted,,yes,200,,,
meteoro.casino,meteoro,0,Betelgeuse Entertainment B.V.,OGL/2024/1062/0475,Curacao,active,"March 17, 2026",no,meteoro.casino,not contacted,,yes,200,,,
playbison.com,playbison,0,Betelgeuse Entertainment B.V.,OGL/2024/1062/0475,Curacao,active,"March 17, 2026",no,playbison.com,not contacted,,yes,200,,,
playbet.io,playbet,0,Bitx Operations N.V.,OGL/2024/1214/0712,Curacao,active,"June 17, 2026",yes,playbet.io,not contacted,,yes,200,Online Crypto Casino & Sportsbook | Playbet,,Online Crypto Casino & Sportsbook
robobet.com,robobet,0,Bitx Operations N.V.,OGL/2024/1214/0712,Curacao,active,"June 17, 2026",yes,robobet.com,not contacted,,yes,200,Robobet,,Robobet
betwiz.com,betwiz,20,Blueinic B.V.,OGL/2024/314/1090,Curacao,active,"June 16, 2026",no,betwiz.com 4betwiz.com 8betwiz.com 2betwiz.com 3betwiz.com 5betwiz.com 7betwiz.com 6betwiz.com,not contacted,,yes,200,,,
bookielink.com,bookielink,2,Blueinic B.V.,OGL/2024/314/1090,Curacao,active,"June 16, 2026",no,bookielink.com bookielink.biz bookielink.pro,not contacted,,yes,200,BookieLink | One Account for Betting in Italy & Albania,,BookieLink
betzy.io,betzy,0,Blueinic B.V.,OGL/2024/314/1090,Curacao,active,"June 16, 2026",no,betzy.io,not contacted,,yes,200,"Betzy - Sports Betting, Casino, and More on One Platform",,Betzy
