domain,brand,tier,programme,prog_url,prog_email,prog_telegram,prog_software,prog_licence,our_email,our_operator,our_licence
casinokhajana.com,CasinOK,weak,CasinOK Affiliates,https://affcatalog.com/en/aff-program/casinok-affiliates/,affiliate@casinok.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,White Star B.V.,OGL/2023/159/0076
casinoorca1.com,CasinoOrca,weak,Memato Group,https://affcatalog.com/en/aff-program/memato-group/,partners@mematogroup.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,,,
casinowinner.live,Winner,weak,Africa Bet Partners,https://affcatalog.com/en/aff-program/africa-bet-partners/,contact@africabetpartners.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,,,,
castle.com,CasinoCastle,weak,Revenue Planet,https://affcatalog.com/en/aff-program/revenue-planet/,support@revenueplanet.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,partners@castle.com,Broken Tentacle Ltd,ALSI-202602048-FI2
cosmoracasinos.com,RaCasino,weak,Purplebay Affiliates,https://affcatalog.com/en/aff-program/purplebay-affiliates/,,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,support@cosmoracasinos.com,3-102-958311 SRL,ALSI-202604029-FI2
craze.casino,Craze Play,weak,CrazeAffiliates,https://affcatalog.com/en/aff-program/crazeaffiliates/,contact@crazeaffiliates.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Kahnawake,,Gridline Limited,ALSI-202602036-FI2
crypto.games,CryptoBoss,weak,Combo Partners,https://affcatalog.com/en/aff-program/combo-partners/,affiliates@combopartners.online,https://telegram.me/combo_partners,Affilka,Curacao,,MuchGaming B.V.,OGL/2024/1336/1047
cryptobet535.com,CryptoBet,weak,CryptoBet Affiliates,https://affcatalog.com/en/aff-program/cryptobet-affiliates/,,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,OnlineGaming Soft B.V.,OGL/2024/825/1106
dicebet-play.com,DiceBet,weak,DiceBet Partners,https://affcatalog.com/en/aff-program/dicebet-partners/,partners@dicebet.com,https://telegram.me/dicebet_partners_welcome_bot,Alanbase,Curacao,,Advanced Sports Entertainment N.V.,OGL/2024/635/0818
dicebet-win.com,DiceBet,weak,DiceBet Partners,https://affcatalog.com/en/aff-program/dicebet-partners/,partners@dicebet.com,https://telegram.me/dicebet_partners_welcome_bot,Alanbase,Curacao,,Advanced Sports Entertainment N.V.,OGL/2024/635/0818
dreamscampaigns.com,Dreams,weak,GWages Affiliate,https://affcatalog.com/en/aff-program/gwages-affiliate/,support@gwages.com,https://t.me/affcatalog?product=spsidebartop,In-house,Anjouan,,,
dreamspinz.com,Dreams,weak,GWages Affiliate,https://affcatalog.com/en/aff-program/gwages-affiliate/,support@gwages.com,https://t.me/affcatalog?product=spsidebartop,In-house,Anjouan,,Terdersoft B.V.,OGL/2024/1126/0521
dripcasino.life,iPCasino,weak,Boss Partners,https://affcatalog.com/en/aff-program/boss-partners/,hello@bosspartners.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,"Curacao, Malta (MGA)",,,
etabet.com,BetaBet,weak,BetaBet Affiliate,https://affcatalog.com/en/aff-program/betabet-affiliate/,affiliate@betabet.com,https://t.me/affcatalog?product=spsidebartop,BetConstruct,Curacao,,Red Lane B.V.,OGL/2024/1065/0847
fastpari-afro.com,FastPari,weak,FastPari Partners,https://affcatalog.com/en/aff-program/fastpari-partners/,support@fastpari.partners,https://t.me/affcatalog?product=spsidebartop,,Curacao,,Mystic Glitter B.V.,OGL/2024/997/0945
fastpay-acess.com,FastPay,weak,Fastpay Affiliates,https://affcatalog.com/en/aff-program/fastpay-affiliates/,affiliates@fastpay-casino.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
fatbets.com,Fatbet,weak,TrueDynasty,https://affcatalog.com/en/aff-program/truedynasty-affiliates/,contact@truedynastyaffiliates.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,support@gamdom.com,Fatbets Ltd,ALSI-202508054-FI2
fav.casino,FavBet,weak,Favbet Affiliates,https://affcatalog.com/en/aff-program/favbet-affiliates/,affiliate@favbet.com,https://telegram.me/favbetaff,In-house,Curacao,,Favorit United N.V.,OGL/2024/300/0596
flagman-way-six.com,FLAGMAN,weak,Royal Partners,https://affcatalog.com/en/aff-program/royal-partners/,,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,,
fortunazone.com,Fortunazo,weak,Growe Partners,https://affcatalog.com/en/aff-program/growe-partners/,support@growe.partners,https://telegram.me/growepartners,,,,Altan N.V.,OGL/2024/596/0252
funbet888.me,Funbet,weak,Affina Partners,https://affcatalog.com/en/aff-program/affina-partners/,affiliates@affina.com,https://t.me/affcatalog?product=spsidebartop,ReferOn,,reach.us@funbet.me,3-102-938581 Limitada,ALSI-202508066-FI2
gangstacasino777.com,Gangsta Casino,weak,13aff Partners,https://affcatalog.com/en/aff-program/13aff-partners/,affiliates@13aff.com,https://t.me/affcatalog?product=spsidebartop,MAP,Curacao,,,
gold.casino,GoldPari,weak,WinWin Partners,https://affcatalog.com/en/aff-program/winwin-partners/,info@winwinbet.partners,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,admin@gold.casino,3-102-944744 SRL,ALSI-202510061-FI2
golden-winners.com,Winner,weak,Africa Bet Partners,https://affcatalog.com/en/aff-program/africa-bet-partners/,contact@africabetpartners.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,,,Gleneagles B.V.,OGL/2024/1242/0772
goldenclovercasino.com,Clover,weak,BigWin Affiliates,https://affcatalog.com/en/aff-program/bigwin-affiliates/,info@bigwinaffiliates.com,https://t.me/affcatalog?product=spsidebartop,MAP,"Alderney (AGCC), Malta (MGA), Danish Gambling Authority (DGA), United Kingdom (UKGC)",,PC Play365 Ltd,ALSI-202509016-FI1
gorillacasinos.com,Gorilla,weak,Gorilla Partners,https://affcatalog.com/en/aff-program/gorilla-partners/,affiliates@gorilla.ua,https://telegram.me/gorillapartners,,Ukraine (PlayCity),,Luminous Interactive Solutions Ltd,ALSI-202604040-FI2
grandzrace.com,GrandZ,weak,Peak Gamble Affiliates,https://affcatalog.com/en/aff-program/peak-gamble-affiliates/,financial@peakgamble.com,https://t.me/affcatalog?product=spsidebartop,"MyAffiliates, ReferOn","Anjouan, Curacao, Kahnawake",,Brightstar N.V.,OGL/2024/1455/0790
happylukepromo.com,HappyLuke,weak,Income88 Affiliates,https://affcatalog.com/en/aff-program/income88-affiliates/,info@income88.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,,,
hellspin222.com,Hell Spin,weak,HELL Partners,https://affcatalog.com/en/aff-program/hell-partners/,affiliates@hellpartners.com,https://telegram.me/hellpartners0,NetRefer,Curacao,,,
herabet.com,EraBet,weak,Era Affiliate,https://affcatalog.com/en/aff-program/era-affiliate/,support@era.bet,https://t.me/affcatalog?product=spsidebartop,In-house,Anjouan,,Red Lane B.V.,OGL/2024/1065/0847
hotslot.com,HotSlots,weak,EWAffiliates,https://affcatalog.com/en/aff-program/ewaffiliates/,affiliates@ewaffiliates.com,https://t.me/affcatalog?product=spsidebartop,MAP,Curacao,,3-102-947593 SRL,ALSI-202603005-FI1
hw.vip,CASHWIN,weak,Boss Partners,https://affcatalog.com/en/aff-program/boss-partners/,hello@bosspartners.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,"Curacao, Malta (MGA)",,Lucifer N.V.,OGL/2024/1635/0968
icebet.casino,DiceBet,weak,DiceBet Partners,https://affcatalog.com/en/aff-program/dicebet-partners/,partners@dicebet.com,https://telegram.me/dicebet_partners_welcome_bot,Alanbase,Curacao,,Altacore N.V.,OGL/2023/109/0075
ignitionpoker.com,Ignition,weak,Ignition Casino Affiliates,https://affcatalog.com/en/aff-program/ignition-casino-affiliates/,,https://t.me/affcatalog?product=spsidebartop,Revenue Network,Anjouan,,Connaught Media B.V.,OGL/2024/625/0719
instantsports.com,Instant,weak,Instant Casino Affiliates,https://affcatalog.com/en/aff-program/instant-casino-affiliates/,,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,,Entretenimiento Rojo B.V.,OGL/2024/1100/0505
isbet.com,Solisbet,weak,Solisbet Affiliates,https://affcatalog.com/en/aff-program/solisbet-affiliates/,,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Media Entertainment N.V.,OGL/2024/1110/0512
ivibetx.com,Ivibet,weak,HELL Partners,https://affcatalog.com/en/aff-program/hell-partners/,affiliates@hellpartners.com,https://telegram.me/hellpartners0,NetRefer,Curacao,,,
iwildcasino.com,WildCasino,weak,Elite Casino Partners,https://affcatalog.com/en/aff-program/elite-casino-partners/,support@elitecasinopartners.ag,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,,,Goodwin N.V.,OGL/2024/758/0228
iwildcasino3.io,WildCasino,weak,Elite Casino Partners,https://affcatalog.com/en/aff-program/elite-casino-partners/,support@elitecasinopartners.ag,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,,,,
iwin.ceo,JungliWIN,weak,JungliStars Affiliates,https://affcatalog.com/en/aff-program/junglistars-affiliates/,,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,Gladiator Holding N.V.,OGL/2024/1756/0979
jb.com,Rajbet,weak,RajBet Partners,https://affcatalog.com/en/aff-program/rajbet-partners/,affiliate.manager@rajbets.com,https://t.me/affcatalog?product=spsidebartop,Alanbase,Curacao,,Zozo Technology B.V.,OGL/2024/1519/0809
jetbet365.com,bet365,weak,Bet365 Partners,https://affcatalog.com/en/aff-program/bet365-partners/,support@affiliates365.com,https://telegram.me/bet365_partners,In-house,Gibraltar,,Victoria Games Solutions B.V.,OGL/2024/746/0204
jon.bet,Jonny Jackpot,weak,Dream Team Affiliates,https://affcatalog.com/en/aff-program/dream-team-affiliates/,hello@dreamteamaffiliates.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,"Malta (MGA), United Kingdom (UKGC)",,Ascend Entertainment N.V.,OGL/2024/1467/0728
justcasinoplay.io,JustCasino,weak,Fortunate Partners,https://affcatalog.com/en/aff-program/fortunate-partners/,info@fortunate.partners,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
lil.bet,Lilibet,weak,VL Partners,https://affcatalog.com/en/aff-program/vl-partners/,affiliates@vlpartners.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,"Curacao, Malta (MGA)",,Blackbelt N.V.,OGL/2024/131/0296
linebetglobal.com,Linebet,weak,Linebet Partners,https://affcatalog.com/en/aff-program/linebet-partners/,b2b@linebet.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Savoska LLC,ALSI-202510056-FI2
linktocandyspinz.com,CandySpinz,weak,Chilli Partners,https://affcatalog.com/en/aff-program/chilli-partners/,,https://t.me/affcatalog?product=spsidebartop,"Affilka, Cellxpert","Curacao, Malta (MGA), Danish Gambling Authority (DGA), United Kingdom (UKGC)",,,
lope.bet,LopeBet,weak,LopeBet Partners,https://affcatalog.com/en/aff-program/lopebet-partners/,affiliates@lope.casino,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Favorit United N.V.,OGL/2024/300/0596
lt.com,Sultan Games,weak,Affter,https://affcatalog.com/en/aff-program/affter/,support@affter.com,https://t.me/affcatalog?product=spsidebartop,In-house,,cs@letou.com,RegalTech Solutions Limitada,ALSI-202602046-FI2
ltccas.xyz,LTC Casino,weak,Bit Partners,https://affcatalog.com/en/aff-program/bit-partners/,manager@bitpartners.io,https://t.me/affcatalog?product=spsidebartop,Affilka,No license,,,
luckybet.co,21LuckyBet,weak,Gaming Point,https://affcatalog.com/en/aff-program/gaming-point/,partners@gamingpoint.co,https://telegram.me/affsgp,MAP,"Alderney (AGCC), Curacao, Malta (MGA), United Kingdom (UKGC)",,LBC Enterprises B.V.,OGL/2024/1221/0500
luckybonanza.ag,Bonanza,weak,BigWin Affiliates,https://affcatalog.com/en/aff-program/bigwin-affiliates/,info@bigwinaffiliates.com,https://t.me/affcatalog?product=spsidebartop,MAP,"Alderney (AGCC), Malta (MGA), Danish Gambling Authority (DGA), United Kingdom (UKGC)",,,
luckyspins-in.com,Lucky Spins,weak,Rhino Affiliates,https://affcatalog.com/en/aff-program/rhino-affiliates/,affiliates@rhinoaffiliates.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,Curacao,,White Star B.V.,OGL/2023/159/0076
mariobet.com,Riobet,weak,Rioaff Affiliate Program,https://affcatalog.com/en/aff-program/riobet-affiliates/,support@rioaffiliates.com,https://telegram.me/Rioaffcom,"Alanbase, EveryMatrix",Curacao,,Feel So Good B.V.,OGL/2024/1297/0532
mars.bingo,Marsbet,weak,Marsbet Affiliates,https://affcatalog.com/en/aff-program/marsbet-affiliates/,affiliates@marsbet.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Pistis Trade N.V.,OGL/2024/1670/1153
melbet-ca.com,MelBet,weak,Melbet Partners,https://affcatalog.com/en/aff-program/melbet-partners/,support@melbetaffiliates.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Pelican Entertainment B.V.,OGL/2024/561/0554
melbet-canada.com,MelBet,weak,Melbet Partners,https://affcatalog.com/en/aff-program/melbet-partners/,support@melbetaffiliates.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Pelican Entertainment B.V.,OGL/2024/561/0554
melbetghana.com,MelBet,weak,Melbet Partners,https://affcatalog.com/en/aff-program/melbet-partners/,support@melbetaffiliates.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Pelican Entertainment B.V.,OGL/2024/561/0554
milkyway8.casino,MilkyWay,weak,GameGrow Partners,https://affcatalog.com/en/aff-program/gamegrow-partners/,affiliate@gamegrow.partners,https://telegram.me/gamegrow_partners,,Curacao,,,
misterxargent.com,Mister X,weak,CashHunter,https://affcatalog.com/en/aff-program/cashhunter/,support-ch@cashhunter.biz,https://telegram.me/cashhuntersupport,In-house,Curacao,,TGI Entertainment N.V.,OGL/2024/428/0397
misterxor.com,Mister X,weak,CashHunter,https://affcatalog.com/en/aff-program/cashhunter/,support-ch@cashhunter.biz,https://telegram.me/cashhuntersupport,In-house,Curacao,,TGI Entertainment N.V.,OGL/2024/428/0397
misterxplatinum.com,Mister X,weak,CashHunter,https://affcatalog.com/en/aff-program/cashhunter/,support-ch@cashhunter.biz,https://telegram.me/cashhuntersupport,In-house,Curacao,,TGI Entertainment N.V.,OGL/2024/428/0397
misterxvip.com,Mister X,weak,CashHunter,https://affcatalog.com/en/aff-program/cashhunter/,support-ch@cashhunter.biz,https://telegram.me/cashhuntersupport,In-house,Curacao,,TGI Entertainment N.V.,OGL/2024/428/0397
mn-bizbet.io,BizBet,weak,Bizbet Partners,https://affcatalog.com/en/aff-program/bizbet-partners/,support@bizbet.partners,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Gameway Global LLC,ALSI-202511025-FI2
moon.com,Moon Win,weak,Moon Partners,https://affcatalog.com/en/aff-program/moon-partners/,affiliates@moon-partners.com,https://telegram.me/wearemoonpartners,Affilka,Curacao,,Moon International Ltd,ALSI-202601063-FI2
mostbet88.com,MostBet,weak,MostBet Partners,https://affcatalog.com/en/aff-program/mostbet-partners/,help@mostbet.partners,https://telegram.me/mostbetpartners,In-house,Curacao,,Evolut Interactive N.V.,OGL/2024/421/0223
mundoapostas.com,Mundoaposta,weak,Stake Partners,https://affcatalog.com/en/aff-program/stake-partners/,affiliates@stakepartners.com,https://t.me/affcatalog?product=spsidebartop,,Curacao,,Media Entertainment N.V.,OGL/2024/1110/0512
nationalcasinolp.com,National Casino,weak,Playamo Partners,https://affcatalog.com/en/aff-program/playamopartners/,affiliates@playamopartners.com,https://telegram.me/playamo_partners_official,NetRefer,"Curacao, Malta (MGA)",,,
oncasi.com,Black Lion Casino,weak,Black Lion Casino Affiliate,https://affcatalog.com/en/aff-program/black-lion-casino-affiliate/,affiliates@blacklioncasino.com,https://t.me/affcatalog?product=spsidebartop,Post Affiliate Pro,Curacao,,U2IS Limited,ALSI-202601056-FI2
onlyspin.com,OnlySpins,weak,7StarsPartners,https://affcatalog.com/en/aff-program/7starspartners/,welcome@7starpartners.com,https://telegram.me/sevenstarspartners,ReferOn,Anjouan,,Elfy Interactive B.V.,OGL/2024/1279/0531
oxy.casino,Foxy Bingo,weak,Entain Partners,https://affcatalog.com/en/aff-program/entain-partners/,support@entainpartners.com,https://t.me/affcatalog?product=spsidebartop,In-house,"Gibraltar, Malta (MGA), United Kingdom (UKGC)",support@oxy.casino,Spiritus Limited,ALSI-202603056-FI2
parimatchs1.com,PariMatch,weak,Affter,https://affcatalog.com/en/aff-program/affter/,support@affter.com,https://t.me/affcatalog?product=spsidebartop,In-house,,,Castianes B.V.,OGL/2024/1329/0629
pec.bet,Prospect Hall,weak,ActiveWins Affiliates,https://affcatalog.com/en/aff-program/activewins-affiliates/,hi@activewins.com,https://t.me/affcatalog?product=spsidebartop,RavenTrack,"Malta (MGA), United Kingdom (UKGC)",,GP Holding B.V.,OGL/2024/1326/0684
pelicancasino10.games,Pelican,weak,PIQ Partners,https://affcatalog.com/en/aff-program/piq-partners/,,https://t.me/affcatalog?product=spsidebartop,,Curacao,,,
perabet.com,EraBet,weak,Era Affiliate,https://affcatalog.com/en/aff-program/era-affiliate/,support@era.bet,https://t.me/affcatalog?product=spsidebartop,In-house,Anjouan,,SXM Management N.V.,OGL/2024/777/0365
pingwincasino.com,Win.Casino,weak,WinCasino Partners,https://affcatalog.com/en/aff-program/wincasino-partners/,info@win.casino,https://telegram.me/wincasino_partners,In-house,Anjouan,,Entertainment Art B.V.,OGL/2024/995/0478
play.intercasino.net,InterCasino Japan,weak,VJ Group Affiliation,https://affcatalog.com/en/aff-program/vj-group-affiliation/,info@vjgroupaffiliation.com,https://t.me/affcatalog?product=spsidebartop,In-house,"Anjouan, Curacao, Malta (MGA)",,Breckenridge Curaçao B.V.,OGL/2024/175/0182
play.mystino-1.net,Mystino,weak,VJ Group Affiliation,https://affcatalog.com/en/aff-program/vj-group-affiliation/,info@vjgroupaffiliation.com,https://t.me/affcatalog?product=spsidebartop,In-house,"Anjouan, Curacao, Malta (MGA)",,,
playaxecasino.com,Axecasino,weak,Good Affiliates,https://affcatalog.com/en/aff-program/axecasino-affiliates/,partners@goodaffiliates.com,https://telegram.me/goodaffiliates,Affilka,"Curacao, Tobique (TGC)",,,
playbetiolayer.io,Playbet,weak,Playbet Partners,https://affcatalog.com/en/aff-program/playbet-partners/,affiliates@playbet.io,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
playfinago.com,Playfina,weak,Playfina Partners,https://affcatalog.com/en/aff-program/playfina-partners/,support@playfina.partners,https://t.me/affcatalog?product=spsidebartop,NetRefer,Curacao,,,
pokerbetcasino.com,Pokerbet,weak,Pokerbet.Partners,https://affcatalog.com/en/aff-program/pokerbet-partners/,aff@poker-bet.com,https://telegram.me/Pokerbet_partners,,Curacao,,Casiworx N.V.,OGL/2024/1278/0497
preloadup.com,Reload,weak,Casimba Affiliates,https://affcatalog.com/en/aff-program/casimba-affiliates/,info@casimba-affiliates.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,"Gibraltar, Isle of Man, Malta (MGA), United Kingdom (UKGC)",,,
promo.rocketplay-bonuses.club,Rocket,weak,Newgen Affiliates,https://affcatalog.com/en/aff-program/newgen-affiliates/,partners@newgenaffiliates.com,https://t.me/affcatalog?product=spsidebartop,Affilka,"Curacao, Malta (MGA)",,,
ra.bet,Boomerang,weak,Boomerang Partners,https://affcatalog.com/en/aff-program/boomerang-partners/,affiliates@boomerang-partners.com,https://telegram.me/boom_partners,"Affilka, Quintessence, ReferOn","Anjouan, Curacao, Malta (MGA)",,Cre8 B.V.,OGL/2024/375/0657
ragnar.bet,Ragnaro,weak,Payday Partners,https://affcatalog.com/en/aff-program/payday-partners/,support@payday.partners,https://t.me/affcatalog?product=spsidebartop,ReferOn,,,Victoria Games Solutions B.V.,OGL/2024/746/0204
rake.com,Kraken,weak,Krollbit Partners,https://affcatalog.com/en/aff-program/krollbit-partners/,support@krollbit.partners,https://telegram.me/krollbit_patrners,,Curacao,,,
regal.casino,Regal Wins,weak,Rank Affiliates,https://affcatalog.com/en/aff-program/rank-affiliates/,affiliates@rank.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,"Spain (DGOJ), United Kingdom (UKGC)",,Zenorix Limited,ALSI-202601037-FI1
ringospin.com,GO.Spin,weak,iSpin Partners,https://affcatalog.com/en/aff-program/ispin-partners/,,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,Neroblanko Tech N.V.,OGL/2024/790/0272
rocketriches-india.in,Rocket,weak,Newgen Affiliates,https://affcatalog.com/en/aff-program/newgen-affiliates/,partners@newgenaffiliates.com,https://t.me/affcatalog?product=spsidebartop,Affilka,"Curacao, Malta (MGA)",,White Star B.V.,OGL/2023/159/0076
rocketriches.com,Rocket,weak,Newgen Affiliates,https://affcatalog.com/en/aff-program/newgen-affiliates/,partners@newgenaffiliates.com,https://t.me/affcatalog?product=spsidebartop,Affilka,"Curacao, Malta (MGA)",,White Star B.V.,OGL/2023/159/0076
rocketrichescasino.com,Rocket,weak,Newgen Affiliates,https://affcatalog.com/en/aff-program/newgen-affiliates/,partners@newgenaffiliates.com,https://t.me/affcatalog?product=spsidebartop,Affilka,"Curacao, Malta (MGA)",,White Star B.V.,OGL/2023/159/0076
sgcasinopromo.com,SG Casino,weak,WOW Partners,https://affcatalog.com/en/aff-program/wow-partners/,affiliates@wowpartners.com,https://telegram.me/wow_partners,ReferOn,Curacao,,,
shangrilavip.com,Shangri La,weak,Shangri La Affiliates,https://affcatalog.com/en/aff-program/shangri-la-affiliates/,support@shangrilalive.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,InterStorm (Curaçao) N.V,OGL/2024/106/0170
slot.win,Azurslot,weak,22Bet Partners,https://affcatalog.com/en/aff-program/22bet-partners/,support@22betpartners.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,"Anjouan, Curacao",support@slot.win,3-102-942828 SRL,ALSI-202511006-FI1
slotclover.com,Clover,weak,BigWin Affiliates,https://affcatalog.com/en/aff-program/bigwin-affiliates/,info@bigwinaffiliates.com,https://t.me/affcatalog?product=spsidebartop,MAP,"Alderney (AGCC), Malta (MGA), Danish Gambling Authority (DGA), United Kingdom (UKGC)",,Aspera Operations B.V.,OGL/2024/1068/0572
slotneo-rdr.com,SlotNEO,weak,SlotNeo Partners,https://affcatalog.com/en/aff-program/slotneo-partners/,marketing@slotneo.com,https://t.me/affcatalog?product=spsidebartop,In-house,Anjouan,,,
slots.com,Crown Slots,weak,Alpha Affiliates,https://affcatalog.com/en/aff-program/alpha-affiliates/,partners@alpha-affiliates.com,https://telegram.me/aappchannel,"Affilka, ReferOn",Curacao,,Torero Media B.V.,OGL/2024/669/0816
slots.lv,Crown Slots,weak,Alpha Affiliates,https://affcatalog.com/en/aff-program/alpha-affiliates/,partners@alpha-affiliates.com,https://telegram.me/aappchannel,"Affilka, ReferOn",Curacao,,Arbol Media B.V.,OGL/2024/670/0711
slotsempirebonuses.com,Slots Empire,weak,Top One Partners,https://affcatalog.com/en/aff-program/top-one-partners/,marketing@toponepartners.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,,,
spark.casino,WinsPark,weak,NetoPartners,https://affcatalog.com/en/aff-program/netopartners/,contact@netopartners.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,"Curacao, Malta (MGA), Spain (DGOJ), United Kingdom (UKGC)",,Fun Fusion N.V.,OGL/2024/750/0202
spin-betz.com,SpinBet,weak,Essential Partners,https://affcatalog.com/en/aff-program/essential-partners/,,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,,Diamante Tech Ltd,ALSI-202601003-FI1
spin.io,Neospin,weak,Alpha Affiliates,https://affcatalog.com/en/aff-program/alpha-affiliates/,partners@alpha-affiliates.com,https://telegram.me/aappchannel,"Affilka, ReferOn",Curacao,,FunGame LLC,ALSI-202508063-FI2
spinarium4.com,Spinarium,weak,Spinarium Partners,https://affcatalog.com/en/aff-program/spinarium-partners/,meet@spinarium.partners,https://telegram.me/spinarium_partners,Affilka,Anjouan,,,
spinbetcasino.com,SpinBet,weak,Essential Partners,https://affcatalog.com/en/aff-program/essential-partners/,,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,,,
spinbounty.com,Bounty,weak,Selector Partners,https://affcatalog.com/en/aff-program/selector-partners/,affilate@selector.gg,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Atlantic Management B.V.,OGL/2024/1060/0472
spingreen3.casino,SpinGreen,weak,GameGrow Partners,https://affcatalog.com/en/aff-program/gamegrow-partners/,affiliate@gamegrow.partners,https://telegram.me/gamegrow_partners,,Curacao,,,
star.gg,Bitstarz,weak,Bitstarz Affiliates,https://affcatalog.com/en/aff-program/bitstarz-affiliates/,affiliates@bitstarz.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,Skyborn Limited,ALSI-202605021-FI1
sultan-wins.com,Sultan,weak,Parimatch Affiliates,https://affcatalog.com/en/aff-program/parimatch-partners/,contact@pmaffiliates.com,https://telegram.me/pmaffiliates_channel,In-house,Curacao,,Bluestream N.V.,OGL/2024/1452/0706
supercatcasino77.com,Casino7,weak,Casino7 Partners,https://affcatalog.com/en/aff-program/casino7-partners/,contact@casino7partners.com,https://t.me/affcatalog?product=spsidebartop,WagerGun,No license,,Atlantic Management B.V.,OGL/2024/1060/0472
tar.la,Bitstarz,weak,Bitstarz Affiliates,https://affcatalog.com/en/aff-program/bitstarz-affiliates/,affiliates@bitstarz.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,Jazz Business Solutions B.V.,OGL/2024/400/0824
theclubhousecasino4.com,Clubhouse,weak,The Clubhouse Affiliates,https://affcatalog.com/en/aff-program/the-clubhouse-affiliates/,partners@theclubhouseaffiliates.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
thequeenspins.com,Queenspins,weak,RexAffiliates,https://affcatalog.com/en/aff-program/rexaffiliates/,,https://t.me/affcatalog?product=spsidebartop,Affilka,"Curacao, Malta (MGA)",,,
therickycasino.com,Rickycasino,weak,RexAffiliates,https://affcatalog.com/en/aff-program/rexaffiliates/,,https://t.me/affcatalog?product=spsidebartop,Affilka,"Curacao, Malta (MGA)",,,
tipobet365.com,bet365,weak,Bet365 Partners,https://affcatalog.com/en/aff-program/bet365-partners/,support@affiliates365.com,https://telegram.me/bet365_partners,In-house,Gibraltar,,Galactic Infinity Ltd,ALSI-202511048-FI2
top.casino,Top Casino,weak,Growe Partners,https://affcatalog.com/en/aff-program/growe-partners/,support@growe.partners,https://telegram.me/growepartners,,,,Cre8 B.V.,OGL/2024/375/0657
topbet100.com,Topbet,weak,Topbet Affiliates,https://affcatalog.com/en/aff-program/topbet-affiliates/,affiliates@topbet.co.za,https://t.me/affcatalog?product=spsidebartop,RavenTrack,Western Cape (WCGRB),,SUVYD B.V.,OGL/2024/846/0501
u.game,PIN-UP Bet,weak,PIN-UP Partners,https://affcatalog.com/en/aff-program/pin-up-partners/,affiliates@pin-up.partners,https://telegram.me/pinupaff,,,,Aurora Soft Ltd,ALSI-202510044-FI2
u.vip,PIN-UP Bet,weak,PIN-UP Partners,https://affcatalog.com/en/aff-program/pin-up-partners/,affiliates@pin-up.partners,https://telegram.me/pinupaff,,,,Lucifer N.V.,OGL/2024/1635/0968
v.vegas,ViciBet,weak,Alpha Affiliates,https://affcatalog.com/en/aff-program/alpha-affiliates/,partners@alpha-affiliates.com,https://telegram.me/aappchannel,"Affilka, ReferOn",Curacao,,Whitebox B.V.,OGL/2024/822/0338
