source,tier,domain,brand,email,email_source,operator,licence,licence_status,expiry,confidence,flag,status,contacted_on,recheck_verdict,recheck_live,recheck_http,recheck_title,recheck_reason,recheck_date
curacao,,dazard.club,dazard,affiliates@brofist.partners,affcatalog:Brofist Partners,Dama N.V.,OGL/2023/174/0082,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,URLError,2026-08-14
curacao,,sporttyp.com,Sporttyp,,,Delphin Blue Ocean B.V.,OGL/2024/657/0248,active,"July 31, 2026",licence-matched,,not contacted,,live,yes,200,Sporttyp,,2026-08-14
curacao,,portebet.com,portebet,,,Doubled B.V.,OGL/2024/1015/0870,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,203,,,2026-08-14
curacao,,bet-football.com,Bet Football,,,Dynamik Marketing B.V.,OGL/2024/1313/0727,active,"March 3, 2026",licence-matched,,not contacted,,live,yes,200,Bet Football - Register now to Official Orbit Exchange Platform - EXCLUSIVE BETTING SERVIC,,2026-08-14
curacao,,tg6.com,Redirecting...,,,Edge Five Entertainment B.V.,OGL/2024/938/1131,active,"March 27, 2026",licence-matched,,not contacted,,live,yes,200,Redirecting...,,2026-08-14
curacao,,mostbet88.com,Mostbet88,,,Evolut Interactive N.V.,OGL/2024/421/0223,active,"March 26, 2026",licence-matched,,not contacted,,live,yes,200,Mostbet88,,2026-08-14
curacao,,wlscasino.com,wlscasino,,,Faraday Online N.V.,OGL/2024/943/0431,active,"March 17, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,betpari.com,betpari,support-tr@betpari.com,site-contact-page,G2 Tech B.V.,OGL/2024/987/0597,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,203,,,2026-08-14
curacao,,casinoglory.com,Casino Glory,support@casinoglory.com,site-contact-page,GMFY Tech N.V.,OGL/2024/1586/0788,active,"June 11, 2026",licence-matched,,not contacted,,live,yes,200,Casino Glory - Play Free Casino Games Online | No Download Required,,2026-08-14
curacao,,gambulls.com,Gambulls Crypto Casino,,,Gambulls N.V.,OGL/2024/453/0439,active,"July 25, 2026",licence-matched,,not contacted,,live,yes,200,"Gambulls Crypto Casino | Slots, Live Casino & Sports Betting",,2026-08-14
curacao,,bz.com,bz,,,Genco Pura B.V.,OGL/2024/1496/0934,active,"May 9, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,howl.gg,Howl,partnerships@howl.gg,site-affiliate-page,Genius Touch B.V.,OGL/2024/1638/1028,active,"February 28, 2026",licence-matched,,not contacted,,live,yes,200,Howl - Open a Free Daily Case | Gamble Crypto On Slots,,2026-08-14
curacao,,vippari.bet,vippari,,,Geosix B.V.,OGL/2024/316/0598,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,203,,,2026-08-14
curacao,,godbunny.com,GodBunny,,,Godbunny B.V.,OGL/2024/199/0868,active,"July 3, 2026",licence-matched,,not contacted,,live,yes,200,GodBunny,,2026-08-14
curacao,,callibet.com,...,,,Green Point Technology N.V.,OGL/2024/256/0304,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,...,,2026-08-14
curacao,,ppwin.com,PPWIN,,,Greenwich N.V.,OGL/2024/1385/0658,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,PPWIN,,2026-08-14
curacao,,cloudbet.com,Cloudbet,affiliates@cloudbet.com,affcatalog:Cloudbet Affiliates,Halcyon Super Holdings B.V.,OGL/2024/328/0599,active,"May 23, 2026",licence-matched,,not contacted,,live,yes,200,Cloudbet: Play on the Best Online Crypto Casino & Sportsbook,,2026-08-14
curacao,,instaslots.com,Instaslots,hey@instaslots.com,site-contact-page,High Seas N.V.,OGL/2024/1533/0769,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Instaslots - A New Online Casino With Weekly Cashback,,2026-08-14
curacao,,zumibet.com,Zumibet,,,ILP Trading B.V.,OGL/2024/1119/0593,active,"December 11, 2025",licence-matched,,not contacted,,live,yes,200,Zumibet,,2026-08-14
curacao,,timelesstech.io,Timeless Tech,,,Innova Hub B.V.,OGL/2024/368/0697,active,"August 13, 2026",licence-matched,,not contacted,,live,yes,200,"Timeless Tech - Empowering Your iGaming Journey, Beyond Time",,2026-08-14
curacao,,casinonavy.com,Homepage,support@casinonavy.com,site-affiliate-page,JMS Investment Group N.V.,OGL/2024/675/0939,active,"July 1, 2026",licence-matched,,not contacted,,live,yes,200,Homepage | CasinoNavy,,2026-08-14
curacao,,tar.la,tar,,,Jazz Business Solutions B.V.,OGL/2024/400/0824,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,jetton.online,JetTon Games,info.partners@jetton.games,site-affiliate-page,JetTon Games B.V.,OGL/2024/2287/1195,active,"August 26, 2026",licence-matched,,not contacted,,live,yes,200,JetTon Games: Immerse yourself in unique adventures and exciting games,,2026-08-14
curacao,,poker8.io,Poker with passion,,,Joyeux B.V.,OGL/2024/1603/0850,assessment in progress,"January 9, 2026",licence-matched,,not contacted,,live,yes,200,Poker with passion | Poker8,,2026-08-14
curacao,,kanggiten.com,kanggiten,,,Kanggiten B.V.,OGL/2024/971/0703,active,"March 26, 2026",licence-matched,,not contacted,,live,yes,200,Kanggiten iGaming Platform with Modular Infrastructure,,2026-08-14
curacao,,pongbet88.com,pongbet,,,Krevetka B.V.,OGL/2024/937/0857,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,203,,,2026-08-14
curacao,,luckybet.co,LuckyBet,,,LBC Enterprises B.V.,OGL/2024/1221/0500,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,LuckyBet,,2026-08-14
curacao,,igcbet.com,igcbet,,,LGE Entertainment Limited N.V.,OGL/2024/567/0911,active,"May 9, 2026",licence-matched,,not contacted,,live,yes,200,IGC BET,,2026-08-14
curacao,,caratcasino.com,CaratCasino,,,Leopard B.V.,OGL/2024/793/0757,active,"February 22, 2026",licence-matched,,not contacted,,live,yes,200,CaratCasino – Online Casino & Sportsbook,,2026-08-14
curacao,,livegames.io,LiveGames,partners@live-partners.org,affcatalog:LiveGames,Livetech Software Solutions N.V.,OGL/2024/845/0407,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,LiveGames – Experience the future of iGaming with our innovative features.,,2026-08-14
curacao,,clickpari.com,clickpari,,,Lotostorm B.V.,OGL/2024/303/300,assessment in progress,"January 14, 2026",licence-matched,,not contacted,,live,yes,203,,,2026-08-14
curacao,,betwinner.llc,BetWinner,support@betwinneraffiliates.com,affcatalog:Betwinner Affiliates,Luckyroo N.V.,OGL/2024/1371/0694,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,BetWinner,,2026-08-14
curacao,,007casinoroyal.com,007CasinoRoyal.com,,,MCG Technologies N.V.,OGL/2024/1698/0936,active,"August 12, 2026",licence-matched,,not contacted,,live,yes,200,007CasinoRoyal.com,,2026-08-14
curacao,,juegaplus.com,Maintenance,,,Media 21 B.V.,OGL/2024/1339/0864,active,"January 22, 2026",licence-matched,,not contacted,,live,yes,200,Maintenance,,2026-08-14
curacao,,sgslot.com,SG Slot,info@sgslot.com,site-affiliate-page,Meta Tech Innovations B.V.,OGL/2024/325/0187,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,SG Slot | Asia Top Online Slot Games,,2026-08-14
curacao,,auro777.win,auro,,,Mirth B.V.,OGL/2024/1124/0444,active,"November 9, 2025",licence-matched,,not contacted,,gone,no,200,,near-empty response,2026-08-14
curacao,,monotech.group,Monotech,info@monotech.group,site-affiliate-page,Monotech Solutions B.V.,OGL/2024/1672/0923,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,"Monotech - New Generation iGaming Platform, Casino and Sportsbook Solutions - iGaming Plat",,2026-08-14
curacao,,crypto.games,CryptoGames,,,MuchGaming B.V.,OGL/2024/1336/1047,active,"August 13, 2026",licence-matched,,not contacted,,live,yes,200,"CryptoGames: Bet and play with Bitcoin, Ethereum, USDT,...",,2026-08-14
curacao,,shuffle.com,Shuffle,partnerships@shuffle.com,affcatalog:Shuffle Affiliates,Natural Nine B.V.,OGL/2024/1337/0628,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Shuffle | Crypto Casino & Bitcoin Casino with Sportsbook,,2026-08-14
curacao,,dixy.com,Best CSGO Gaming Site,support@dixy.com,site-affiliate-page,New Age N.V.,OGL/2024/1409/0649,active,"June 6, 2026",licence-matched,,not contacted,,live,yes,200,Best CSGO Gaming Site: Play Best CSGO/CS2 Unboxing Games | dixy.com,,2026-08-14
curacao,,cocobet.com,cocobet,affiliate@cocobet.com,site-affiliate-page,NewEra Information Technology N.V.,OGL/2024/135/0139,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,fujifortunecasino.com,富士フォーチュンカジノ,,,Niollo B.V.,OGL/2024/529/0346,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,富士フォーチュンカジノ - 富士の恵みで大勝利,,2026-08-14
curacao,,catwin.com,catwin,,,Notica B.V.,OGL/2024/274/0420,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,203,,,2026-08-14
curacao,,novagaming88.com,novagaming,,,NovaGaming N.V.,OGL/2024/1671/0916,active,"May 9, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,rolsbet.com,rolsbet,,,Numereto B.V.,OGL/2024/315/0489,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,203,,,2026-08-14
curacao,,onion.casino,onion,,,Omega Entertainment N.V.,OGL/2024/558/0973,active,"June 4, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,oponento.com,oponento,,,Opo-Net N.V.,OGL/2024/535/0922,active,"August 22, 2026",licence-matched,,not contacted,,live,yes,200,Online betting on a wide offer of sporting events,,2026-08-14
curacao,,wgmgames.com,wgmgames,support@wgmgames.com,site-contact-page,Overseas Gaming Management B.V.,OGL/2024/2162/1156,active,"April 14, 2026",licence-matched,,not contacted,,live,yes,200,wgmgames,,2026-08-14
curacao,,bitsler.com,Crypto Casino & Sportsbook,partners@bitsler.com,affcatalog:Bitsler Partners,Oyine N.V.,OGL/2024/930/0387,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Crypto Casino & Sportsbook | 200% Offers | 7000+ Slots,,2026-08-14
curacao,,oysterbet.com,Oysterbet.com,,,Oyster Media N.V.,OGL/2024/1745/0962,active,"July 5, 2026",licence-matched,,not contacted,,live,yes,200,Oysterbet.com,,2026-08-14
curacao,,shock.com,Shock.com,,,PR Entertainment N.V.,OGL/2024/1320/0958,active,"March 13, 2026",licence-matched,,not contacted,,live,yes,200,"Shock.com – The Best Crypto Casino | Win Big with Slots, Live Casino, & Game Shows",,2026-08-14
curacao,,pegas21.com,Азино777,,,Pegasus 19 B.V.,OGL/2023/187/0094,active,"March 2, 2026",licence-matched,,not contacted,,gone,no,200,Coming Soon,parked / placeholder,2026-08-14
curacao,,waspbet.live,Waspbet TH,,,Platinum Technology N.V.,OGL/2024/137/0132,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Waspbet TH - คาสิโนออนไลน์ที่ดีที่สุดในประเทศไทย 2025,,2026-08-14
curacao,,slotszer.com,slotszer,,,Playvision Group B.V.,OGL/2024/968/0753,active,"March 25, 2026",licence-matched,,not contacted,,live,yes,200,slotszer,,2026-08-14
curacao,,7spin.com,7SPIN,service@7spin.com,site-contact-page,Plustar N.V.,OGL/2024/138/0289,active,"May 19, 2026",licence-matched,,not contacted,,live,yes,200,7SPIN | Top Online Casino in Philippines | Free Bonus 100,,2026-08-14
curacao,,betwinner.com,betwinner,support@betwinneraffiliates.com,affcatalog:Betwinner Affiliates,Prevailer B.V.,OGL/2024/341/0759,active,"March 28, 2026",licence-matched,,not contacted,,live,yes,203,,,2026-08-14
curacao,,mintdice.com,MintDice Bitcoin Casino 2.0,,,Prism Sentinel N.V.,OGL/2024/1739/0965,active,"July 22, 2026",licence-matched,,not contacted,,live,yes,200,MintDice Bitcoin Casino 2.0,,2026-08-14
curacao,,kirgo.io,KIRGO,support@kirgo.io,site-affiliate-page,Raining Games N.V.,OGL/2024/2252/1179,active,"February 22, 2026",licence-matched,,not contacted,,live,yes,200,KIRGO | Online Casino & Sportsbook,,2026-08-14
curacao,,red777.com,Red777,,,Red777 N.V.,OGL/2024/948/0661,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Red777,,2026-08-14
curacao,,joefortune.com,Joe Fortune,,,Ridley Media N.V.,OGL/2024/676/0726,active,"July 14, 2026",licence-matched,,not contacted,,live,yes,200,"Joe Fortune: Online Casino Australia - $5,000 Welcome Bonus",,2026-08-14
curacao,,beatbet.com,beatbet,affiliates@iceaffiliates.com,affcatalog:ICE Affiliates,Royal Bonanza B.V.,OGL/2024/304/0398,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,203,,,2026-08-14
curacao,,estelarbet.cl,estelarbet,,,S3 Tech N.V.,OGL/2024/1347/0683,active,"March 3, 2026",licence-matched,,not contacted,,live,yes,200,"Casino online, apuesta y gana en Estelarbet - Estelarbet",,2026-08-14
curacao,,op7.io,op,,,SKY Sports N.V.,OGL/2024/434/0469,active,"November 19, 2025",licence-matched,,not contacted,,live,yes,200,OP7,,2026-08-14
curacao,,slotmill.com,Slotmill,hr@slotmill.com,site-affiliate-page,SM Tech B.V.,OGL/2024/1293/0543,active,"February 12, 2026",licence-matched,,not contacted,,live,yes,200,Slotmill,,2026-08-14
curacao,,selector-casino.net,selectorcasino,support@selector-casino.net,site-affiliate-page,Selector Group N.V.,OGL/2024/755/0908,active,"April 14, 2026",licence-matched,,not contacted,,live,yes,200,"Селектор официальный сайт ✔️ Войти и играть онлайн на деньги в selector.gg, скачать автома",,2026-08-14
curacao,,paripulse.com,paripulse,affsupport@paripulsepartners.com,affcatalog:PariPulse Partners,Seventoria B.V.,OGL/2024/301/0477,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,203,,,2026-08-14
curacao,,oddsgate.com,Oddsgate,,,Shapefy B.V.,OGL/2024/232/0307,active,"March 10, 2026",licence-matched,,not contacted,,live,yes,200,Oddsgate,,2026-08-14
curacao,,bullchance.com,bullchance,,,Softclub N.V.,OGL/2024/2327/1196,active,"August 14, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,plazaplay.com,PlazaPlay is closing,contact@netopartners.com,affcatalog:NetoPartners,Sort Services B.V.,OGL/2024/1305/0545,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,PlazaPlay is closing,,2026-08-14
curacao,,luckngo.com,luckngo.com online casino,support@luckngo.com,site-contact-page,Spinola ventures B.V.,OGL/2024/2086/1138,active,"June 4, 2026",licence-matched,,not contacted,,live,yes,200,luckngo.com online casino,,2026-08-14
curacao,,db-bet.com,dbbet,support@partnersdbbet.com,affcatalog:DBbet Partners,Sport Tech N.V.,OGL/2024/574/0913,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,203,,,2026-08-14
curacao,,moonspin.com,Gaming denied,,,Swivel B.V.,OGL/2024/634/0590,active,"March 30, 2026",licence-matched,,not contacted,,live,yes,200,Gaming denied,,2026-08-14
curacao,,top-x-go.com,topxgo,,,Topxgo N.V.,OGL/2024/496/0781,active,"November 23, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,slots.com,slots,,,Torero Media B.V.,OGL/2024/669/0816,active,"March 24, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,777spins.online,spins,,,Turn1 B.V.,OGL/2024/236/0117,active,"May 9, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,bet4win.net,BET4WIN,,,UnityBet B.V.,OGL/2024/1994/1120,assessment in progress,"December 27, 2025",licence-matched,,not contacted,,live,yes,200,BET4WIN,,2026-08-14
curacao,,vivardocasino.com,Vivardo Casino,,,Vivardo N.V.,OGL/2024/1383/0619,active,"March 3, 2026",licence-matched,,not contacted,,live,yes,200,Vivardo Casino,,2026-08-14
curacao,,patersonbet.com,patersonbet,partners@patersonbet.com,site-affiliate-page,Winholding B.V.,OGL/2024/1290/0515,active,"May 25, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,winity.com,winity,support@gamblingcraft.com,affcatalog:Gambling Craft,Winlink B.V.,OGL/2024/886/0978,active,"May 9, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,fachaigaming.com,Top Online Casino Game Provider,,,WiselnNet Technologies B.V.,OGL/2024/1184/1010,active,"February 22, 2026",licence-matched,,not contacted,,live,yes,200,Top Online Casino Game Provider - FA CHAI Gaming,,2026-08-14
curacao,,casongo.com,casongo,,,XZ Solutions B.V.,OGL/2024/609/0253,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Jouez Maintenant ! Paris sportifs et Casino sur CASONGO par Paridirect,,2026-08-14
curacao,,sekabet.com,Sekabet Giriş,,,ZConsulting B.V.,OGL/2024/1248/0716,active,"May 23, 2026",licence-matched,,not contacted,,live,yes,200,Sekabet Giriş | En İyi Spor Bahisleri ve Casino Sitesi,,2026-08-14
curacao,,zenith-crest.com,zenithcrest,,,Zenith Crest B.V.,OGL/2023/134/0063,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,shangrila.com,shangrila,support@shangrilalive.com,affcatalog:Shangri La Affiliates,InterStorm (Curaçao) N.V,OGL/2024/106/0170,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,live,yes,200,,,2026-08-14
curacao,,kml55.com,Domain Information,,,InterStorm (Curaçao) N.V,OGL/2024/106/0170,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,live,yes,200,Domain Information,,2026-08-14
curacao,,sfg51.com,"paٷΨһҳ,Ӯһ",,,InterStorm (Curaçao) N.V,OGL/2024/106/0170,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,live,yes,200,"paٷΨһҳ,Ӯһ",,2026-08-14
curacao,,shangrilalive.com,shangrilalive,support@shangrilalive.com,affcatalog:Shangri La Affiliates,InterStorm (Curaçao) N.V,OGL/2024/106/0170,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,live,yes,200,,,2026-08-14
curacao,,shangrilavip.com,shangrilavip,,,InterStorm (Curaçao) N.V,OGL/2024/106/0170,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,live,yes,200,,,2026-08-14
curacao,,betoffice.com,Betoffice,,,Hit Entertainment B.V.,OGL/2024/495/0689,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,live,yes,200,Betoffice - Betoffice Giriş 2026 | Resmi ve Güncel Adres,,2026-08-14
curacao,,galabet.com,Galabet,,,Hit Entertainment B.V.,OGL/2024/495/0689,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,live,yes,200,Galabet - Galabet Giriş - En Yüksek Oranlar - Canlı Bahis ve Casino,,2026-08-14
curacao,,kolaybet.com,KOLAYBET,,,Hit Entertainment B.V.,OGL/2024/495/0689,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,blocked,no,429,,HTTP 429,2026-08-14
curacao,,scratchmania.com,Scratchmania Casino,contact@netopartners.com,affcatalog:NetoPartners,Twino Trading N.V.,OGL/2024/882/0440,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,live,yes,200,Scratchmania Casino | Enjoy a Generous Welcome Bonus,,2026-08-14
curacao,,winorama.com,Winorama Casino Online,contact@netopartners.com,affcatalog:NetoPartners,Twino Trading N.V.,OGL/2024/882/0440,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,live,yes,200,Winorama Casino Online | Top Games & Great Bonuses,,2026-08-14
curacao,,winspark.com,Winspark Casino Online,contact@netopartners.com,affcatalog:NetoPartners,Twino Trading N.V.,OGL/2024/882/0440,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,live,yes,200,Winspark Casino Online | Generous Welcome Bonus,,2026-08-14
curacao,,leon.net,Online Casino & Sportsbook,affiliates@r2d.partners,affcatalog:R2D Partners,Moonlite N.V.,OGL/2024/356/0288,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,live,yes,200,Online Casino & Sportsbook | Quick & Easy Sports Bets at Leon,,2026-08-14
curacao,,juliuscasino.com,Access Restricted,,,Red Digital N.V.,OGL/2024/1275/0771,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,live,yes,200,Access Restricted,,2026-08-14
curacao,,double8.bet,Domain parked by OnlyDomains,,,Unlimited Solutions B.V.,OGL/2024/607/0254,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,live,yes,200,Domain parked by OnlyDomains,URLError,2026-08-14
curacao,,8.io,8.io Exclusive Crypto Casino Club,,,Adda Entertainment NV,OGL/2023/142/0073,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,live,yes,200,8.io Exclusive Crypto Casino Club - Members Only,,2026-08-14
curacao,,lotteryworld.com,Buy Lottery Online,,,Go East B.V.,OGL/2024/1044/0452,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,live,yes,200,Buy Lottery Online | LotteryWorld,,2026-08-14
curacao,,betflash24.com,betflash,info@betflash24.com,affcatalog:Betflash24 Partners,Loka IT Solutions N.V.,OGL/2024/770/0226,revoked,,licence-matched,"DO NOT EMAIL — revoked licence, public page only (see AGENTS.md)",not contacted,,live,yes,200,,,2026-08-14
cryptolists,,luckycoin.com,Lucky Coin Casino,affiliates@luckycoin.com,site-affiliate-page,,,,,high,,not contacted,,live,yes,200,Lucky Coin: The Casino With Zero to Hide,,2026-08-14
cryptolists,,blockspins.com,Blockspins Casino,,,,,,,high,,not contacted,,live,yes,200,,,2026-08-14
cryptolists,,luckyanon.com,Lucky Anon Casino,support@luckyanon.com,site-affiliate-page,,,,,high,,not contacted,,live,yes,200,Lucky Anon Casino - Anonymous Crypto Casino | Official Site,,2026-08-14
cryptolists,,betfury.ac,Bet Fury Casino,affiliate@betfury.com,affcatalog:BetFury Affiliates,BetFury Affiliates,,,,high,,not contacted,,live,yes,200,BetFury – Crypto Casino & Sportsbook | 590% Bonus & 225 Free Spins,,2026-08-14
cryptolists,,parimatch.page,Parimatch Casino,support@affter.com,affcatalog:Affter,Affter,,,,high,,not contacted,,live,yes,200,Parimatch,,2026-08-14
cryptolists,,ltccas.xyz,LTC Casino,,,,,,,high,,not contacted,,live,yes,200,,,2026-08-14
cryptolists,,thestakehouse.io,The Stake House,partners@thestakehouse.io,site-affiliate-page,The Stake House Affiliates,,,,high,,not contacted,,live,yes,200,The Stakehouse Online Casino,,2026-08-14
cryptolists,,slotneo-rdr.com,Slot Neo Casino,support@slotneo.com,site-contact-page,,,,,high,,not contacted,,live,yes,200,Loading...,,2026-08-14
cryptolists,,playmojo.live,Play Mojo Casino,,,,,,,high,,not contacted,,live,yes,200,,,2026-08-14
cryptolists,,rollxo.co,Rollxo Casino,affiliates@n1.partners,affcatalog:N1 Partners,N1 Partners,,,,high,,not contacted,,live,yes,200,,,2026-08-14
cryptolists,,welle.casino,Welle Casino,support@wellepartners.com,affcatalog:Welle Partners,Welle Partners,,,,high,,not contacted,,live,yes,200,Welle Casino,,2026-08-14
cryptolists,,winz1.me,Winz Casino Homepage,,,,,,,high,,not contacted,,live,yes,200,,,2026-08-14
cryptolists,,visit-bonanzacity.com,Bonanza City Casino,,,,,,,high,,not contacted,,live,yes,200,肌ケアをもっと深く知るためのエステ情報,,2026-08-14
cryptolists,,rocketspin.live,Rocket Spin Casino,contact@roosterpartners.com,affcatalog:Rooster Partners,Rooster Partners,,,,high,,not contacted,,live,yes,200,,,2026-08-14
cryptolists,,lucky7even.org,Lucky 7 Even,contact@roosterpartners.com,affcatalog:Rooster Partners,Rooster Partners,,,,high,,not contacted,,live,yes,200,,,2026-08-14
cryptolists,,playfinago.com,Playfina Casino,,,,,,,high,,not contacted,,live,yes,200,,,2026-08-14
cryptolists,,lets777.com,Lets 777 Casino,,,,,,,high,,not contacted,,live,yes,200,"LETS777 – Online Casino | Slots, Jackpots & Bonuses",,2026-08-14
cryptolists,,rollchain.io,Rollchain Casino,affiliate@rollchain.io,affcatalog:Rollchain Partners,Rollchain Partners,,,,high,,not contacted,,live,yes,200,Rollchain: Crypto Casino - Play Directly from Your Wallet,,2026-08-14
cryptolists,,rollero.live,Rollero Casino,,,,,,,high,,not contacted,,live,yes,200,,,2026-08-14
cryptolists,,anonymous-casino.com,Anonymous Casino,affiliate@anonymous-casino.com,affcatalog:Anonymous Casino Partners,Anonymous Casino Partners,,,,high,,not contacted,,live,yes,200,,,2026-08-14
cryptolists,,foxslots.com,Fox Slots Casino,affiliates@foxslots.com,site-contact-page,,,,,high,,not contacted,,live,yes,200,FoxSlots Casino: Play Best Online Crypto Casino with Bitcoin (BTC) | Foxslots,,2026-08-14
cryptolists,,spingreen3.casino,Spin Green Casino,,,,,,,high,,not contacted,,live,yes,200,SpinGreen Casino: Online Casino with Top Slots & Bonuses,,2026-08-14
cryptolists,,spinsup.live,Spins Up Casino,contact@roosterpartners.com,affcatalog:Rooster Partners,Rooster Partners,,,,high,,not contacted,,live,yes,200,,,2026-08-14
cryptolists,,starzspins.com,Starz Spins Casino,,,,,,,high,,not contacted,,live,yes,200,Starzspins,,2026-08-14
cryptolists,,milkyway8.casino,Milky Way Casino,,,,,,,high,,not contacted,,live,yes,200,"MilkyWay Casino - the best online casino, a great selection of slots, mobile casino",,2026-08-14
cryptolists,,rooster-bet.win,Rooster Bet,contact@roosterpartners.com,affcatalog:Rooster Partners,Rooster Partners,,,,high,,not contacted,,live,yes,200,,,2026-08-14
cryptolists,,eternalslots.com,Eternalslots,affiliate@eternalslots.com,site-affiliate-page,,,,,high,,not contacted,,live,yes,200,"Eternal Slots Casino | Free Spins, Crypto Games & Fast Wins",,2026-08-14
cryptolists,,blitz.playtraff.com,Blitz Casino,,,,,,,high,,not contacted,,live,yes,200,Casino - Play Online Casino Games | Blitz,,2026-08-14
cryptolists,,lama.playtraff.com,Lama Bet Casino,,,,,,,high,,not contacted,,live,yes,200,Online Casino | Weekly Cashback up to 15% | VIP Program | Lamabet,,2026-08-14
cryptolists,,playbetiolayer.io,Playbet Casino,,,,,,,high,,not contacted,,live,yes,200,,,2026-08-14
cryptolists,,casin0x.com,Casin0x,,,,,,,high,,not contacted,,live,yes,200,Casin0x - #1 Crypto Casino | Instant Withdrawals & Provably Fair Games,,2026-08-14
cryptolists,,lucky-vibe.io,Lucky Vibe Casino,,,,,,,high,,not contacted,,live,yes,200,,,2026-08-14
cryptolists,,spinjo.live,Spinjo Casino,contact@roosterpartners.com,affcatalog:Rooster Partners,Rooster Partners,,,,high,,not contacted,,live,yes,200,,,2026-08-14
cryptolists,,xsbets.com,XS Bets,,,,,,,high,,not contacted,,live,yes,200,XsBets.com: 🚀 Best Crypto & Bitcoin Casino for Online Gambling,,2026-08-14
